Total_Likes,Total_Retweets,Series_Amount,tweet_count,get_dayrange,get_dayiqr,likes_mean,retweets_mean,persontag_count_mean,hashtag_count_mean,text_length_mean,persontags_count_mean,hashtags_count_mean,links_count_mean,self_mention_mean,self_tweet_mean,likes_std,retweets_std,persontag_count_std,hashtag_count_std,text_length_std,persontags_count_std,hashtags_count_std,links_count_std,self_mention_std,self_tweet_std,is_Biotechnology,is_Software,is_Health Care,is_Enterprise Software,is_Clean Technology,is_Hardware + Software,is_Semiconductors,is_Curated Web,is_Mobile,is_Web Hosting,is_Series_A,is_Series_B,is_Series_C,is_Series_D,mean_neg,mean_pos,total_neg,total_pos,Total_Likes_scaled,Total_Retweets_scaled,Series_Amount_scaled,tweet_count_scaled,get_dayrange_scaled,get_dayiqr_scaled,likes_mean_scaled,retweets_mean_scaled,persontag_count_mean_scaled,hashtag_count_mean_scaled,text_length_mean_scaled,persontags_count_mean_scaled,hashtags_count_mean_scaled,links_count_mean_scaled,self_mention_mean_scaled,self_tweet_mean_scaled,likes_std_scaled,retweets_std_scaled,persontag_count_std_scaled,hashtag_count_std_scaled,text_length_std_scaled,persontags_count_std_scaled,hashtags_count_std_scaled,links_count_std_scaled,self_mention_std_scaled,self_tweet_std_scaled,is_Biotechnology_scaled,is_Software_scaled,is_Health Care_scaled,is_Enterprise Software_scaled,is_Clean Technology_scaled,is_Hardware + Software_scaled,is_Semiconductors_scaled,is_Curated Web_scaled,is_Mobile_scaled,is_Web Hosting_scaled,is_Series_A_scaled,is_Series_B_scaled,is_Series_C_scaled,is_Series_D_scaled,mean_neg_scaled,mean_pos_scaled,total_neg_scaled,total_pos_scaled
13,44,30000000,159,56,22,0.081761006,0.27672956,0.327044025,0.339622642,113.0125786,0.301886792,0.333333333,0.716981132,0.012578616,0,0.372615685,1.060880633,0.60059944,0.966726099,36.338247,0.570972045,0.965654934,0.451888799,0.111798948,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.029822538,0.025559214,0,0.01754386,2.65032868,8.679574042,151.8541117,5.288315623,4.726702999,3.336820121,0.068670981,0.196857305,0.252157339,0.239484513,10.72340423,0.234885665,0.234854915,0.695455926,0.011965041,0,0.250766905,0.540139452,0.399292442,0.719357655,1.634955968,0.384769511,0.732310015,1.27361999,0.105750677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146929699,0,0.020423922,0.020979171,0,0.016038109
72,81,20000000,162,152,83,0.530864198,0.62962963,0.820987654,1.25308642,122.2037037,0.734567901,1.216049383,0.75308642,0.111111111,0,1.397303701,1.962027374,1.026991754,1.296491819,26.81293349,0.970324975,1.288839508,0.48661243,0.315244162,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.01457048,0.042658808,0,0.047244094,4.320303573,11.6203632,139.6247996,5.30847687,6.116935768,4.839896009,0.220834621,0.322453681,0.472121525,0.482984437,11.06120192,0.434463739,0.470343201,0.729551533,0.074349616,0,0.480976451,0.708897544,0.554377695,0.896953976,1.586134223,0.534890146,0.91388459,1.480370711,0.272496846,0,0,0,0,0,0,0,0,0,0,0,0,0.533597491,0,0,0.012018143,0.030966304,0,0.037412943
21,28,1500000,203,142,37,0.103448276,0.320197044,0.591133005,0.133004926,113.91133,0.571428571,0.133004926,0.748768473,0.039408867,0,0.685159468,2.10396513,1.09694454,0.474126957,24.99112753,1.089359621,0.474126957,0.467705544,0.195046695,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04391062,0.035603471,0.043478261,0,3.10651279,6.919969488,81.10631337,5.552465876,6.018430877,3.910379672,0.083217058,0.217590855,0.385338359,0.114470729,10.75724904,0.371485166,0.114140187,0.725477801,0.033831983,0,0.358920302,0.727122011,0.574577849,0.401969728,1.573811166,0.56988706,0.406267124,1.364990945,0.177539394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146929699,0,0.025666862,0.027165239,0.02478552,0
7,13,6000000,175,210,105,0.04,0.074285714,0.2,0.285714286,97.57714286,0.182857143,0.285714286,0.565714286,0.062857143,0.011428571,0.328003364,0.339322226,0.634270329,0.764568414,41.14752744,0.616574573,0.764568414,0.497085099,0.243402267,0.106596857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.060946451,0.067789409,0.013333333,0.053333333,2.086435289,4.587679638,108.6485948,5.391821211,6.59227567,5.118024475,0.036637724,0.067142008,0.169185501,0.211514473,10.11097258,0.155880341,0.21032516,0.551776764,0.049549251,0.01075563,0.229932935,0.258697136,0.414042208,0.598011198,1.652976538,0.40513255,0.607448337,1.54727523,0.216886478,0.093851654,0,0,0,0,0,0,0,0,0,0,0,0.533597491,0,0,0.029888335,0.041596846,0.011053347,0.04106063
3,1,11950000,218,63,30,0.013761468,0.004587156,0.050458716,0,85.94954128,0.036697248,0,0.02293578,0,0,0.116767436,0.067728546,0.374565519,0,36.87458162,0.357322493,0,0.150043329,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.02807357,0.041919837,0,0.093023256,1.389400374,0.79486781,125.4566406,5.629805363,4.88448778,3.676435797,0.013344582,0.00455749,0.048233947,0,9.604187427,0.035462819,0,0.022908669,0,0,0.101575835,0.063740925,0.284472137,0,1.637136421,0.273839263,0,0.212703117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533597491,0,0,0.019625208,0.030587397,0,0.060167985
4,0,2340000,219,1,0,0.01826484,0,0.054794521,0.063926941,104.5844749,0.04109589,0.063926941,0.164383562,0,0,0.13421434,0,0.247394364,0.245183163,32.50117762,0.220821413,0.245183163,0.406834907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.025783617,0.047320414,0.033333333,0.133333333,1.613625319,0,89.12332729,5.634774357,0.711572489,0,0.017536382,0,0.052181179,0.059329696,10.39666395,0.039554126,0.0592433,0.163057528,0,0,0.114503563,0,0.204433586,0.223676878,1.617840165,0.185672218,0.225017207,1.037425439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146929699,0,0.018521381,0.033259369,0.021397267,0.073404529
14,0,5300000,188,1,0,0.074468085,0,0.14893617,0.085106383,115.8829787,0.143617021,0.079787234,0.468085106,0,0,0.379680747,0,0.4729574,0.298286532,25.69768977,0.445550434,0.290704395,0.521251634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.024442745,0.087731886,0,0.090909091,2.719919471,0,105.8609121,5.469315758,0.711572489,0,0.063477475,0,0.131129001,0.077138182,10.83086011,0.126423338,0.072614141,0.458283597,0,0,0.253910156,0,0.338168796,0.267288517,1.578741836,0.323083991,0.262976421,1.710173038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045684867,0.017842921,0.047580991,0,0.05932472
12,77,25000000,193,23,12,0.062176166,0.398963731,1.248704663,0.435233161,113.2590674,1.207253886,0.414507772,0.606217617,0.362694301,0.139896373,0.242103262,0.798043809,1.527631228,0.821077844,33.49899304,1.47850897,0.806352959,0.500377664,0.492714626,0.347781645,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.026797892,0.080249276,0.007462687,0.082089552,2.575595719,11.3483888,146.232092,5.497732433,3.590973284,2.698651678,0.054355123,0.250600291,0.589740732,0.282928775,10.73270472,0.566589384,0.272038005,0.590384458,0.125809932,0.073873758,0.184389296,0.461924067,0.67740988,0.633033159,1.622567955,0.663654329,0.634258615,1.568762741,0.397341724,0.239750999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045684867,0.019018643,0.045541908,0.006707464,0.055616391
5,43,8000000,153,346,178,0.032679739,0.281045752,0.758169935,0.588235294,114.8300654,0.705882353,0.575163399,0.614379085,0.287581699,0.026143791,0.1783809,0.764831563,1.197728902,0.86244307,33.846556,1.146403719,0.848317301,0.514579325,0.468384719,0.160086836,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.018262821,0.031285682,0.036144578,0.048192771,1.796950354,8.582139423,115.3860936,5.246852498,7.351049038,5.753856589,0.0304066,0.199005644,0.450470723,0.339551542,10.79165764,0.424219262,0.332002322,0.598151628,0.117948753,0.022811229,0.14507717,0.450513499,0.60172882,0.658109004,1.624166315,0.585462244,0.660710587,1.663983833,0.381169212,0.132876396,0.017328679,0,0,0,0,0,0,0,0,0,0,0,0,0.045684867,0.014379906,0.024624622,0.022434963,0.037995876
3,19,11000000,197,17,9,0.015228426,0.096446701,0.609137056,0.395939086,102.6700508,0.593908629,0.395939086,0.54822335,0.07106599,0.07106599,0.122772286,0.343804589,1.017458702,1.145347179,30.73434173,1.008921151,1.145347179,0.509060149,0.276688473,0.257589653,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.037320336,0.04625956,0.013888889,0.013888889,1.389400374,5.648177354,123.3110503,5.519951664,3.229364154,2.409958433,0.014719271,0.084711896,0.392952523,0.265942555,10.31994772,0.380889421,0.264000678,0.535072473,0.054421202,0.050017708,0.106082817,0.261299555,0.551531943,0.818342023,1.608921356,0.546630355,0.835862817,1.626483509,0.243056909,0.193416204,0,0,0,0,0,0,0,0,0,0,0,0.533597491,0,0,0.02345616,0.032751928,0.011427745,0.012932419
8,14,25000000,157,8,3,0.050955414,0.089171975,0.643312102,0.796178344,110.0063694,0.636942675,0.796178344,0.694267516,0.095541401,0.108280255,0.22061041,0.285903789,0.898807892,1.897160001,31.39155056,0.899806719,1.897160001,0.550785225,0.294901972,0.311728388,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.012621804,0.023341373,0,0.026315789,2.205034028,4.781574824,146.232092,5.274667095,2.3896329,1.42474476,0.045601359,0.079055953,0.406984913,0.398264857,10.60883856,0.39820755,0.393497991,0.673968467,0.067291548,0.064866579,0.171710626,0.226393605,0.514072883,1.172628259,1.612325035,0.512378595,1.208122883,1.926224561,0.257077843,0.222193156,0,0,0,0,0,0,0,0,0,0,0,0,0.146929699,0,0.010673245,0.019476835,0,0.023033788
0,0,6000000,181,0,0,0,0,1.049723757,0.812154696,94.3480663,1.044198895,0.812154696,0.994475138,0,0,0,0,0.303246198,0.432134622,23.39385862,0.294829601,0.432134622,0.128980514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.011940586,0.03595036,0,0.055555556,0,0,108.6485948,5.428264186,0,0,0,0,0.540616609,0.402109561,9.974576854,0.527574737,0.397235894,0.955706177,0,0,0,0,0.241235986,0.371055208,1.561875874,0.235471544,0.374721591,0.174104866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146929699,0,0.01018608,0.027362025,0,0.042337838
4,2,12000000,159,0,0,0.025157233,0.012578616,0.327044025,1.490566038,96.75471698,0.327044025,1.490566038,1,0,0,0.157097307,0.111798948,0.470615747,0.526126573,17.18835232,0.470615747,0.526126573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.054020013,0.042702857,0,0.018867925,1.613625319,1.368679176,125.5657345,5.288315623,0,0,0.023792142,0.012357796,0.252157339,0.512612988,10.07653032,0.249857778,0.503896106,0.960847741,0,0,0.130713414,0.101344022,0.336962725,0.439266612,1.501230532,0.336137889,0.444390781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045684867,0.028394317,0.030988754,0,0.017134718
5,0,1000000,197,74,46,0.025380711,0,0.050761421,0.015228426,89.03553299,0.050761421,0.010152284,0.598984772,0,0,0.157679222,0,0.220069398,0.122772286,35.33157454,0.220069398,0.100501179,0.540784563,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.018107121,0.022747885,0.018518519,0.018518519,1.796950354,0,74.39312016,5.519951664,5.102784367,4.156626941,0.02399181,0,0.048510493,0.014953299,9.743048853,0.048430065,0.010026894,0.583497618,0,0,0.131115054,0,0.185379128,0.117018703,1.630732197,0.185139446,0.096848857,1.850900982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533597491,0,0,0.014284998,0.019065833,0.014325702,0.016846781
76,80,2500000,152,1,1,0.572368421,0.828947368,0.638157895,0.210526316,123.9078947,0.618421053,0.184210526,1,0.282894737,0.098684211,1.646195589,2.608636486,0.80189628,0.647272207,35.98976221,0.805068468,0.591563789,0.162757692,0.45189466,0.299223463,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.035879777,0.043522958,0.013157895,0.013157895,4.374398069,11.55314664,90.37788214,5.239787788,0.711572489,0.702672319,0.226551291,0.364868886,0.404902912,0.167424862,11.12190231,0.390861076,0.149804188,0.960847741,0.11732737,0.061542496,0.504889127,0.781088422,0.480360062,0.522277192,1.633513562,0.479755267,0.490978061,0.237643297,0.370048612,0.215814702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045684867,0.022919452,0.031403939,0.010933866,0.012297135
31,44,9100000,204,5,3,0.151960784,0.215686275,0.431372549,0.431372549,117.004902,0.367647059,0.416666667,0.504901961,0.039215686,0.014705882,0.588432064,0.78943081,0.842349563,1.002556377,63.52250271,0.786043502,0.971473243,0.510939915,0.194585254,0.120668955,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.02906557,0.058932784,0.007092199,0.085106383,3.485192018,8.679574042,118.5314667,5.557793269,1.918378341,1.42474476,0.111469657,0.164123631,0.310141929,0.281309678,10.87236405,0.272918066,0.272955661,0.493614407,0.033690364,0.013605441,0.331168343,0.459002586,0.494802662,0.739787704,1.708053285,0.472844182,0.735774275,1.639184452,0.177155985,0.104575117,0,0,0,0,0,0,0,0,0,0,0.213086335,0,0,0,0.020082804,0.038305798,0.006407653,0.056920427
63,49,13500000,205,1,1,0.307317073,0.23902439,0.482926829,0.487804878,118.6731707,0.424390244,0.47804878,0.448780488,0.068292683,0.029268293,0.873462303,0.872476206,1.012641285,0.877886031,55.5737058,0.929046657,0.866453272,0.53647449,0.25286498,0.168970212,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.036752945,0.066010579,0.025,0.083333333,4.186920833,9.147837021,128.6810369,5.563095156,0.711572489,0.702672319,0.173590985,0.177179254,0.336026846,0.303972543,10.93357747,0.303050741,0.297675103,0.43972148,0.052808874,0.025139163,0.402761597,0.48613296,0.550085077,0.667353668,1.692325888,0.521885601,0.672000351,1.819129678,0.224399783,0.138923143,0,0,0,0,0,0,0,0,0,0,0,0.533597491,0,0,0.02324721,0.040970813,0.017788352,0.05615862
2,3,21000000,213,46,28,0.009389671,0.014084507,0.309859155,0.150234742,99.92488263,0.286384977,0.150234742,0.511737089,0.014084507,0.004694836,0.096671508,0.118117037,0.627774204,0.42996538,35.05297865,0.604739599,0.42996538,0.51952744,0.118117037,0.068518871,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.013039205,0.056070877,0,0.055555556,1.100562343,1.833921748,141.044371,5.604620652,4.466969899,3.600210586,0.009194047,0.013808174,0.241797463,0.126986667,10.20821206,0.225383327,0.126577264,0.5001637,0.013318621,0.004578293,0.086035693,0.106509874,0.411237339,0.369438139,1.629531756,0.399944099,0.373072873,1.698146964,0.111392261,0.063033322,0,0,0,0,0,0,0,0,0,0,0,0.533597491,0,0,0.010967326,0.037144054,0,0.042337838
11,22,7500000,205,29,14,0.053658537,0.107317073,0.512195122,0.346341463,92.76585366,0.492682927,0.331707317,0.580487805,0.053658537,0.058536585,0.225894259,0.451788518,0.85525914,0.755404567,39.09708636,0.843774853,0.718944973,0.514123808,0.225894259,0.235329983,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.025927609,0.043400658,0.02,0.02,2.49489805,6.105263395,113.8406654,5.563095156,3.876908667,2.857371888,0.047748741,0.092967699,0.35000172,0.242781734,9.906575493,0.336426838,0.234052826,0.565870741,0.043717378,0.043641558,0.174879889,0.31948317,0.499297642,0.592245507,1.645695341,0.493434153,0.577613989,1.660864728,0.202827046,0.180653886,0,0,0,0,0,0,0,0,0,0.005513671,0,0.533597491,0,0,0.0185928,0.031342357,0.015174649,0.018060584
26,43,3730000,181,21,10,0.143646409,0.237569061,0.320441989,0.154696133,119.2320442,0.281767956,0.154696133,0.861878453,0.022099448,0.044198895,0.410048733,0.669927568,0.564773134,0.525296257,23.05985619,0.550907505,0.525296257,0.391201577,0.1474148,0.206106888,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.016893586,0.073931716,0,0.117647059,3.313428942,8.582139423,98.33209707,5.428264186,3.480773904,2.514489226,0.107007049,0.176385492,0.248206512,0.130154111,10.95395203,0.222511027,0.129723322,0.831853678,0.020257352,0.035273926,0.266967946,0.415600978,0.383002044,0.438679306,1.559229186,0.375482677,0.443789903,0.963273515,0.13712654,0.162990802,0,0,0,0,0,0,0,0,0,0,0.213086335,0,0,0,0.013531455,0.043633856,0,0.068838294
26,2,5500000,167,75,39,0.155688623,0.011976048,0.652694611,0.179640719,114.2814371,0.622754491,0.179640719,0.862275449,0.089820359,0.137724551,0.465380372,0.109105009,1.058119175,0.456616541,25.01201789,1.056344951,0.456616541,0.42392554,0.286784149,0.345647074,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.025579063,0.131202031,0,0.304347826,3.313428942,1.368679176,106.6860572,5.341281247,5.121132817,3.96961358,0.113423724,0.011775725,0.410744376,0.147332828,10.77113315,0.392594167,0.146775816,0.832225832,0.064488967,0.073338164,0.289010308,0.099124825,0.56351184,0.389167539,1.573959858,0.560532214,0.393197642,1.122980552,0.250854183,0.238744487,0,0,0,0,0,0,0,0,0,0,0,0.533597491,0,0,0.018419448,0.055865904,0,0.097249668
15,50,5900000,171,326,226,0.087719298,0.292397661,0.239766082,0.321637427,108.5730994,0.228070175,0.30994152,0.859649123,0.046783626,0.099415205,0.322528708,0.764584151,0.548632474,0.823585924,39.10016069,0.520775797,0.799165371,0.410391341,0.211795281,0.30009745,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.033958672,0.030319961,0.043956044,0,2.785031338,9.237996207,108.2668422,5.366840361,7.258999675,6.046492425,0.072798242,0.20455908,0.196828514,0.230458814,10.55346041,0.18760175,0.223079483,0.829763693,0.039083244,0.061806827,0.227253008,0.450427006,0.375451839,0.634566797,1.64570668,0.361139003,0.629680885,1.054835921,0.191352404,0.216265541,0,0,0,0,0,0,0,0,0,0,0,0.533597491,0,0,0.022171043,0.024032552,0.024922532,0
89,105,5200000,202,1,1,0.485148515,0.579207921,0.465346535,0.366336634,114.7475248,0.440594059,0.341584158,0.574257426,0,0.01980198,1.107314994,1.373582803,0.84127783,0.694294764,39.9387668,0.791079396,0.66702985,0.49568355,0,0.139665415,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.040802957,0.064337501,0.007352941,0.044117647,4.53264472,13.10233632,105.438964,5.547112725,0.711572489,0.702672319,0.213671522,0.309256359,0.32738734,0.252363238,10.78857406,0.311241555,0.238888079,0.559928619,0,0.017844594,0.443772084,0.612108815,0.494427064,0.553152779,1.648751108,0.474685898,0.542918682,1.538194863,0,0.118522847,0,0.025993019,0,0,0,0,0,0,0,0,0,0.533597491,0,0,0.024672206,0.040366423,0.00661899,0.035452286
210,77,5500000,190,20,8,1.105263158,0.405263158,1.452631579,0.278947368,111.0263158,1.447368421,0.273684211,0.642105263,0.084210526,0.142105263,0.87859537,0.796137291,1.496156777,0.651476912,39.07846322,1.499512591,0.641461711,0.522828884,0.278436979,0.350080549,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.05912586,0.059592205,0.037593985,0.112781955,5.39834794,11.3483888,106.6860572,5.480770182,3.422152397,2.294859639,0.263752079,0.253015728,0.632459847,0.207801741,10.64794633,0.615017342,0.203769438,0.624507954,0.061623399,0.074407336,0.403802171,0.461279621,0.670934517,0.525067255,1.645626629,0.667990815,0.525526446,1.721229677,0.244411932,0.240830505,0,0,0,0,0,0,0,0,0,0,0.213086335,0,0,0,0.029521282,0.038566372,0.022938696,0.067281016
244,93,15000000,209,55,28,1.167464115,0.444976077,1.511961722,0.473684211,120.7799043,1.425837321,0.468899522,0.660287081,0.086124402,0.071770335,1.517745602,1.179995976,1.434834646,0.814842078,44.70178298,1.426231719,0.814672678,0.682474227,0.281221244,0.258726959,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.016461258,0.059033566,0,0.082191781,5.550387742,12.39045609,131.530705,5.584052472,4.702713931,3.600210586,0.265774645,0.267561224,0.643691672,0.298498016,11.01004168,0.611046727,0.294151455,0.64176633,0.062614444,0.050352766,0.493296779,0.56980507,0.657906962,0.629212602,1.664403474,0.65257962,0.639540012,3.15276514,0.24656565,0.194052986,0,0,0,0,0,0,0,0,0,0,0,0.533597491,0,0,0.01325698,0.038345792,0,0.055661204
56,46,15000000,154,148,73,0.363636364,0.298701299,0.896103896,0.766233766,120.4155844,0.837662338,0.753246753,0.792207792,0.318181818,0.188311688,0.782305808,0.879169767,1.11536407,0.934398606,37.63319722,1.117132061,0.92398461,0.422803044,0.467290136,0.392236432,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.028332511,0.078379692,0.007462687,0.156716418,4.069545661,8.870530703,131.530705,5.253872214,6.078269262,4.68941536,0.188876827,0.207583567,0.496281582,0.390831906,10.99688444,0.468770411,0.383036276,0.76641309,0.121589762,0.083384163,0.383004329,0.48822296,0.579705627,0.700661371,1.640141761,0.577560672,0.707267027,1.117213502,0.380435082,0.259832027,0,0,0,0,0,0,0,0,0,0,0,0.533597491,0,0,0.019745826,0.044995921,0.006707464,0.079097612
5,18,2000000,204,170,79,0.024509804,0.088235294,0.37745098,0.794117647,95.51960784,0.362745098,0.759803922,0.12254902,0.318627451,0,0.209120266,0.317097091,0.665609371,0.869156607,39.3583337,0.64768197,0.845825426,0.328725517,0.467090437,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.025721927,0.040562661,0.027027027,0.027027027,1.796950354,5.486522093,86.21093053,5.557793269,6.280123127,4.781883198,0.023212581,0.078319903,0.281176817,0.397762928,10.02442677,0.270203275,0.384674852,0.121801619,0.121637883,0,0.164697299,0.245551564,0.427309278,0.662135638,1.64665416,0.418461947,0.659152759,0.703026696,0.380301083,0,0,0,0,0,0,0,0,0,0,0,0.213086335,0,0,0,0.018490698,0.029880113,0.018746289,0.023574029
281,139,4000000,206,36,20,1.810679612,0.966019417,0.432038835,1.514563107,111.6941748,0.393203883,1.470873786,0.40776699,0.427184466,0,3.928393518,2.797875619,0.833881736,1.085281375,31.08475691,0.811954839,1.057667112,0.492616572,0.495874527,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.036121886,0.070512664,0.051546392,0.06185567,5.693588717,14.88334929,99.7879621,5.568371779,4.150063144,3.234104833,0.277014687,0.387204768,0.310487336,0.515234244,10.67342076,0.286777984,0.50179235,0.400199595,0.130259675,0,0.594672592,0.797882536,0.491824774,0.785836172,1.610749324,0.482225867,0.786200207,1.51846162,0.399422011,0,0,0,0,0,0,0,0,0,0,0,0,0.533597491,0,0,0.023011093,0.042523266,0.026871095,0.04580993
32,45,17000000,206,7,4,0.155339806,0.27184466,0.645631068,0.165048544,89.33980583,0.582524272,0.160194175,0.194174757,0.053398058,0,0.498921404,0.994562532,0.799789814,0.443865226,39.76137442,0.719407234,0.440141841,0.396527671,0.225373634,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.04133376,0.092018646,0.032967033,0.120879121,3.516311362,8.775689141,134.9950245,5.568371779,2.25125152,1.661415981,0.113242086,0.194400915,0.407917747,0.137391361,9.756560984,0.376158609,0.133559477,0.192342549,0.043546211,0,0.301374626,0.522206646,0.479592765,0.379765206,1.648115049,0.4475985,0.38079092,0.988105741,0.202405776,0,0,0,0,0,0,0,0,0,0,0,0.213086335,0,0,0,0.024847919,0.048651107,0.021255891,0.069834362
45,52,30600000,200,5,3,0.225,0.26,0.555,0.295,97.885,0.485,0.29,0.31,0.025,0,0.525122623,0.828148022,0.727752098,0.707444264,43.05030101,0.633864275,0.705968809,0.474368133,0.156516732,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.018759481,0.039277708,0.010752688,0.021505376,3.852394725,9.415113292,152.4771869,5.536328143,1.918378341,1.42474476,0.145098829,0.188332281,0.369571009,0.216533046,10.12381415,0.332817573,0.212624323,0.305497356,0.022662229,0,0.310555822,0.47193498,0.452389688,0.561661135,1.659268115,0.412595324,0.56901792,1.404870206,0.144982345,0,0,0,0,0,0,0,0,0,0,0,0,0.533597491,0,0,0.014679996,0.029196617,0.009233387,0.019275243
1,13,2700000,182,318,133,0.005494505,0.071428571,1.324175824,0.434065934,114.6978022,1.291208791,0.434065934,0.631868132,0.076923077,0.148351648,0.074124932,0.297980575,1.243488291,0.924524041,31.39275166,1.242804559,0.924524041,0.494919854,0.267204444,0.356428768,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.166770382,0.039952845,0,0.045454545,0.693923105,4.587679638,91.85876254,5.434222859,7.220714946,5.400862438,0.005427044,0.064801502,0.606350023,0.282440363,10.78671577,0.584616828,0.280227459,0.614782031,0.05771797,0.075857488,0.06771784,0.233911848,0.613362199,0.694899464,1.61233116,0.610217565,0.707593854,1.533263597,0.235673353,0.243787493,0,0,0,0,0,0,0,0,0,0,0.213086335,0,0,0,0.037143313,0.029557436,0,0.036298182
6,33,4300000,182,364,200,0.032967033,0.181318681,1.093406593,0.445054945,113.456044,1.049450549,0.43956044,0.549450549,0.049450549,0.076923077,0.179042848,0.52039341,1.540273506,0.82418736,34.93191075,1.524305738,0.823800534,0.531104057,0.217404898,0.267204444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.019055152,0.049408821,0,0.035714286,1.952033647,7.522785083,101.3161441,5.434222859,7.429791212,5.896306578,0.030654918,0.143551763,0.552132265,0.2870009,10.74012704,0.528923036,0.282478935,0.536245117,0.040909985,0.052733206,0.145513374,0.352459856,0.679972012,0.634934305,1.629005688,0.673029264,0.645313136,1.780115966,0.195934427,0.198754141,0,0,0,0,0,0,0,0,0,0,0,0.533597491,0,0,0.014856747,0.034234431,0,0.029867472
9,18,11500000,204,14,7,0.044117647,0.088235294,0.338235294,0.887254902,106.2107843,0.318627451,0.887254902,0.892156863,0.044117647,0.083333333,0.26820826,0.346778025,0.881282554,0.554457365,22.86110732,0.86613693,0.554457365,0.310945253,0.205861654,0.277065315,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.035307833,0.059230002,0.021505376,0.091397849,2.311162426,5.486522093,124.458,5.557793269,3.004216583,2.166752942,0.040056604,0.078319903,0.258772921,0.419136175,10.46108221,0.244909089,0.413770142,0.860213907,0.037219309,0.055528442,0.199059473,0.263017061,0.508197496,0.459150553,1.55762765,0.501112771,0.464744662,0.638651343,0.186481637,0.204123481,0,0,0,0,0,0,0,0,0,0,0.213086335,0,0,0,0.022700614,0.038423569,0.016001198,0.059521187
19,42,24000000,185,4,1,0.102702703,0.286486486,1.118918919,0.345945946,122.0594595,1.091891892,0.313513514,0.972972973,0.021621622,0.064864865,0.353927104,1.057622992,0.851417564,0.820456724,28.14774162,0.832224095,0.786489919,0.525775126,0.145839279,0.246955611,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.043803836,0.04427716,0.035714286,0.017857143,3.010261792,8.483336548,145.0011864,5.451908539,1.711122546,0.702672319,0.082738257,0.201684635,0.558656517,0.242588736,11.05603759,0.539583382,0.22491105,0.93568163,0.019855887,0.046962931,0.242251164,0.539283562,0.497965669,0.63265309,1.594411538,0.489404457,0.62157374,1.742025753,0.135760137,0.187391076,0,0,0,0,0,0,0,0,0,0,0,0.533597491,0,0,0.025634017,0.031781144,0.022281416,0.016298922
