,Names,Series_Amount,Series_Date,Series_Type
286,Instart-Logic,"$17,000,000","Apr 18, 2013",Series_B
288,Greenphire,"$4,300,000","Oct  9, 2012",Series_B
290,Odotech,"$4,020,000","Feb 12, 2008",Series_B
293,Sharethrough,"$5,000,000","Oct 11, 2012",Series_B
294,Travelshark,"$5,000,000","Jun 28, 2011",Series_B
295,Xlumena,"$7,000,000","Apr 29, 2011",Series_B
296,Betaworks,"$20,000,000","Mar 11, 2010",Series_B
297,MolecularMD,"$6,000,000","Apr  2, 2012",Series_B
298,Nexthink,"$4,910,000","Mar  7, 2007",Series_B
299,Ayla-Networks,"$14,500,000","Apr 30, 2014",Series_B
300,CloudOn,"$16,000,000","May  1, 2012",Series_B
301,Incline-Therapeutics,"$21,500,000","Sep 28, 2011",Series_B
302,WhiteFence,"$14,000,000","Mar 15, 2007",Series_B
303,AutoVirt,"$4,000,000","Nov 18, 2008",Series_B
304,Entone-Technologies,"$14,500,000","Aug  1, 2008",Series_B
305,Defywire,"$3,600,000","Apr 26, 2005",Series_B
306,Inmagic,"$2,000,000","Oct  1, 2009",Series_B
307,Peer39,"$8,200,000","Sep  1, 2007",Series_B
310,Arantech,"$10,000,000","May 17, 2005",Series_B
312,NanoBio,"$22,000,000","Jul  8, 2009",Series_B
313,Control4,"$14,700,000","Aug 18, 2004",Series_B
314,Real-Intent,"$25,000,000","Aug 27, 2012",Series_B
315,Certess,"$2,900,000","Oct 12, 2005",Series_B
316,Covestor,"$12,750,000","Jun 13, 2013",Series_B
317,Origene-Technologies,"$16,000,000","Mar 24, 2010",Series_B
318,Aternity,"$5,000,000","May 31, 2007",Series_B
319,Digital-Harbor-Foundation,"$11,000,000","Jul 29, 2005",Series_B
320,Nimbuzz,"$15,000,000","Jul  1, 2008",Series_B
321,FireBlade,"$1,500,000","Feb 17, 2013",Series_B
322,Sprout-Social,"$10,000,000","Feb 23, 2011",Series_B
323,auxmoney,"$16,000,000","May 13, 2014",Series_B
324,Lagotek,"$5,100,000","Jan  6, 2010",Series_B
325,GreenSQL,"$5,900,000","Aug 10, 2011",Series_B
326,JNJ-Mobile,"$4,000,000","Jan 28, 2008",Series_B
327,Flypaper,"$3,500,000","Aug  5, 2008",Series_B
328,Seatwave,"$8,000,000","Jun  5, 2007",Series_B
329,OpenSky,"$6,050,000","Apr 26, 2010",Series_B
330,Adura-Technologies,"$12,000,000","Feb 22, 2010",Series_B
331,enVista,"$4,100,000","Dec  1, 2010",Series_B
332,HiWiFi,"$10,000,000","Jul  5, 2014",Series_B
333,DogVacay,"$15,000,000","Oct 10, 2013",Series_B
334,iPierian,"$29,000,000","Nov  9, 2010",Series_B
335,Vovici,"$10,000,000","Mar 18, 2008",Series_B
336,SpaceCurve,"$5,000,000","Mar  5, 2014",Series_B
337,Yieldmo,"$8,000,000","Dec  9, 2013",Series_B
338,Cylance,"$20,000,000","Feb 20, 2014",Series_B
339,Picateers,"$6,600,000","Aug 25, 2008",Series_B
340,Stemedica-Cell-Technologies,"$22,000,000","Dec 31, 2009",Series_B
341,MobStac,"$2,000,000","Dec  1, 2013",Series_B
342,ABODO,"$923,000","Apr 27, 2015",Series_B
343,TinyCo,"$20,000,000","Nov 14, 2013",Series_B
344,Global-Fitness-Media,"$3,200,000","Jan  4, 2011",Series_B
345,Topsy-Labs,"$11,000,000","Dec  1, 2008",Series_B
346,Synchroneuron,"$20,000,000","Jul  2, 2014",Series_B
348,Isolation-Network,"$6,600,000","Apr 11, 2012",Series_B
349,Personetics-Technologies,"$11,500,000","Jun 18, 2013",Series_B
350,Aquest-Systems,"$20,000,000","Feb 26, 2007",Series_B
351,Animoto,"$4,400,000","Jun 18, 2009",Series_B
352,Apex-Construction,"$16,000,000","Feb 15, 2008",Series_B
353,Ortiva-Wireless,"$15,000,000","Jun 25, 2007",Series_B
354,RGB-Networks,"$12,000,000","Jan 11, 2005",Series_B
355,Optimizely,"$57,000,000","May  5, 2014",Series_B
356,Virtual-Computer,"$15,000,000","Jan 26, 2009",Series_B
357,Machine-Zone,"$8,000,000","Mar 28, 2012",Series_B
358,Clean-Power-Finance,"$25,000,000","Sep  2, 2011",Series_B
360,Topica-Pharmaceuticals,"$27,000,000","Oct 18, 2011",Series_B
362,RedMart,"$23,000,000","Jul 15, 2014",Series_B
363,Untangle,"$8,000,000","May  5, 2008",Series_B
364,Instromedix,"$25,000,000","Apr 21, 2008",Series_B
365,Skyhook,"$6,500,000","Dec 20, 2005",Series_B
366,Providence-Medical-Technology,"$3,500,000","Oct 15, 2011",Series_B
367,Edgeware,"$8,000,000","Mar 17, 2009",Series_B
368,Exinda-Networks,"$12,000,000","Jul  1, 2013",Series_B
369,Sendia,"$4,000,000","May 17, 2005",Series_B
370,GliaCure,"$5,800,000","Aug  4, 2014",Series_B
371,Glasses-Direct,"$10,000,000","Apr 21, 2009",Series_B
372,Speeddate,"$6,000,000","Aug 28, 2008",Series_B
373,Micell-Technologies,"$15,000,000","Oct  1, 2009",Series_B
374,Brickell-Biotech,"$7,000,000","Feb 26, 2013",Series_B
376,Swiftype,"$13,000,000","Mar  5, 2015",Series_B
377,Gather,"$6,750,000","Dec  1, 2005",Series_B
378,Motionsoft,"$10,000,000","Jul 15, 2014",Series_B
379,EnergyHub,"$14,500,000","Aug 25, 2011",Series_B
380,MUJIN,"$6,000,000","Aug  1, 2014",Series_B
381,Genable-Technologies,"$7,500,000","Nov 10, 2009",Series_B
382,Akimbi-Systems,"$8,000,000","Nov  1, 2005",Series_B
383,Invistics,"$5,000,000","Jan 28, 2005",Series_B
384,Vyatta,"$11,000,000","Apr  5, 2007",Series_B
386,OPX-Biotechnologies,"$17,500,000","Apr  7, 2009",Series_B
387,QPID-Health,"$12,300,000","May  6, 2014",Series_B
389,MediQuest-Therapeutics,"$23,000,000","Jun 16, 2009",Series_B
390,Fat-Spaniel-Technologies,"$18,000,000","Jan  1, 2008",Series_B
391,Glasshouse-Technologies,"$6,943,370","Jun  1, 2002",Series_B
392,Gemvara,"$5,200,000","Apr  7, 2010",Series_B
396,Oqo,"$5,800,000","Oct  1, 2002",Series_B
397,Fraudwall-Technologies,"$4,500,000","Sep  1, 2007",Series_B
398,Arcot-Systems,"$23,000,000","Jun 18, 2008",Series_B
399,Six-Degrees-Games,"$7,000,000","Nov 10, 2009",Series_B
400,SBA-Materials,"$5,200,000","Jan 11, 2010",Series_B
401,WideOrbit,"$8,000,000","Sep 16, 2002",Series_B
402,GetWellNetwork,"$9,000,000","Oct 23, 2005",Series_B
403,Impeva,"$10,000,000","Nov  3, 2008",Series_B
404,Heartscape,"$17,000,000","Apr 24, 2007",Series_B
405,Viadeo,"$6,800,000","Aug  1, 2007",Series_B
406,MediaPlatform,"$5,500,000","Feb  9, 2010",Series_B
407,Wealthengine,"$5,100,000","May 20, 2014",Series_B
408,CrimeReports,"$7,200,000","Aug 18, 2009",Series_B
409,NEXAGE,"$15,000,000","Jun  6, 2012",Series_B
410,UniversityNow,"$17,300,000","Jun 21, 2012",Series_B
411,Brightwater-Aquaculture,"$6,900,000","Nov 21, 2014",Series_B
412,ChaCha,"$12,000,000","Oct  1, 2007",Series_B
413,GC-Rise-Pharmaceutical,"$15,000,000","Sep  2, 2014",Series_B
414,Sprinklr,"$15,000,000","Feb  5, 2013",Series_B
415,Startforce,"$5,000,000","Nov  8, 2008",Series_B
416,Clinicient,"$835,000","Aug 10, 2011",Series_B
417,Shoedazzle,"$13,000,000","Apr 27, 2010",Series_B
418,Cequent-Pharmaceuticals,"$3,400,000","Oct 28, 2009",Series_B
419,Horticultural-Asset-Management,"$3,200,000","Mar  6, 2008",Series_B
421,8D-World,"$5,300,000","Dec  9, 2010",Series_B
422,TopSchool,"$7,000,000","Mar 10, 2009",Series_B
423,Core-Essence-Orthopaedics,"$11,500,000","Mar 25, 2011",Series_B
424,MD-IT,"$11,000,000","Jan 12, 2009",Series_B
425,Wikinvest,"$15,000,000","Jul 15, 2013",Series_B
426,8-Securities,"$9,000,000","Aug  2, 2014",Series_B
428,Vasopharm,"$11,800,000","Jan 30, 2006",Series_B
429,Marinus-Pharmaceuticals,"$20,000,000","May  3, 2009",Series_B
430,Tweetdeck,"$3,500,000","May 20, 2010",Series_B
431,DotCloud,"$15,000,000","Jan 23, 2014",Series_B
435,Eden-Park-Illumination,"$1,100,000","Jun 27, 2013",Series_B
436,Vestaron,"$10,200,000","May  8, 2012",Series_B
437,Core-Security-Technologies,"$4,500,000","Apr 11, 2005",Series_B
438,Melodis,"$7,000,000","Oct  7, 2008",Series_B
439,iSkoot,"$7,000,000","Feb 27, 2007",Series_B
440,iLike,"$13,300,000","Jan  1, 2006",Series_B
441,Streetline,"$15,000,000","Jun 14, 2011",Series_B
442,Lyst,"$14,000,000","Jan 23, 2014",Series_B
444,ProspX,"$8,000,000","Feb 28, 2011",Series_B
445,Bi02-Medical,"$13,700,000","Mar 27, 2012",Series_B
446,PingMD,"$400,000","Jul 16, 2013",Series_B
447,Uptake-Medical,"$17,500,000","Jul  7, 2010",Series_B
449,Enverv,"$12,000,000","Dec 19, 2011",Series_B
450,Icetana,"$244,700","Jul 24, 2013",Series_B
452,Calabrio,"$8,000,000","Nov 27, 2007",Series_B
453,BreatheAmerica,"$22,000,000","Sep  6, 2011",Series_B
454,Drobo,"$12,000,000","Jul 26, 2006",Series_B
455,Next-New-Networks,"$15,000,000","Mar 12, 2008",Series_B
456,PureCars,"$5,000,000","Dec 18, 2013",Series_B
457,Bizanga,"$8,000,000","Feb 17, 2009",Series_B
458,Kantox,"$11,000,000","May 27, 2015",Series_B
459,FarmLink,"$20,000,000","Aug 19, 2014",Series_B
460,Visual-IQ,"$12,000,000","Jun 25, 2012",Series_B
461,Cloakware,"$10,000,000","Mar 21, 2005",Series_B
462,Miso,"$4,000,000","Dec 12, 2011",Series_B
464,ServiceNow,"$5,000,000","Dec  5, 2006",Series_B
465,Whisper,"$21,000,000","Sep  4, 2013",Series_B
466,Handmade-Mobile,"$4,000,000","Jun 19, 2007",Series_B
467,Enpirion,"$17,000,000","Dec 21, 2004",Series_B
468,IGLOO-Software,"$5,000,000","Jan 26, 2012",Series_B
470,Micro-Interventional-Devices,"$3,500,000","Jan 14, 2013",Series_B
471,Qumas,"$10,000,000","May 23, 2005",Series_B
472,VivaReal,"$15,000,000","Dec 20, 2012",Series_B
473,FiberZone-Networks,"$8,000,000","Mar 27, 2006",Series_B
474,Hyperic,"$6,100,000","Jun  5, 2007",Series_B
475,JimuBox,"$37,200,000","Sep 10, 2014",Series_B
476,Quellan,"$12,000,000","Sep  2, 2005",Series_B
479,Sunverge-Energy,"$15,000,000","Jun 17, 2014",Series_B
480,Agilis-Systems,"$5,000,000","May 16, 2008",Series_B
483,Timebridge,"$5,000,000","May 11, 2009",Series_B
484,Unigo,"$1,600,000","Sep 15, 2011",Series_B
485,KuponGid,"$100,000","Jul  1, 2012",Series_B
486,Matisse-Networks,"$7,500,000","Jul 18, 2006",Series_B
487,Zoosk,"$4,100,000","Jun 12, 2008",Series_B
489,OpenQ,"$5,500,000","Jul 14, 2011",Series_B
490,Explorys,"$2,600,000","Aug  2, 2010",Series_B
491,Claret-Medical,"$18,000,000","Aug 18, 2014",Series_B
492,Yoolink,"$10,000,000","Jun 19, 2014",Series_B
493,Xhale,"$6,000,000","Jun 30, 2007",Series_B
494,CAWI,"$2,000,000","Jan 15, 2015",Series_B
495,Polymita-Technologies,"$3,100,000","Apr 24, 2006",Series_B
496,Probiodrug,"$54,000,000","Nov  2, 2009",Series_B
497,Alethia-BioTherapeutics,"$4,700,000","Nov  2, 2012",Series_B
498,DeerTech,"$4,000,000","Mar  2, 2006",Series_B
499,Renkoo,"$6,000,000","Feb  1, 2008",Series_B
500,Vertos-Medical,"$4,200,000","Mar  1, 2007",Series_B
502,XCOR-Aerospace,"$14,200,000","May 27, 2014",Series_B
503,PureVideo-Networks,"$2,900,000","Sep  1, 2007",Series_B
504,BookShout,"$6,000,000","Apr 25, 2013",Series_B
506,StepOut,"$2,420,000","Jan  6, 2012",Series_B
507,Xometry,"$3,000,000","Jun  1, 2014",Series_B
508,Skyera,"$51,600,000","Feb 21, 2013",Series_B
510,Seeking-Alpha,"$7,000,000","Dec  1, 2009",Series_B
511,Gemini-Mobile-Technologies,"$20,000,000","Mar  8, 2007",Series_B
512,Tufin-Software,"$7,000,000","Aug  8, 2011",Series_B
513,Innovid,"$9,500,000","Aug 30, 2011",Series_B
514,ZoomSystems,"$12,000,000","Jul 19, 2005",Series_B
515,PerkStreet-Financial,"$9,000,000","May 11, 2011",Series_B
517,Automatic,"$24,000,000","Jun 25, 2015",Series_B
518,TurnHere,"$3,000,000","Jul 22, 2010",Series_B
519,RiskIQ,"$25,000,000","May 29, 2014",Series_B
521,Exosome-Diagnostics,"$27,000,000","Mar 11, 2014",Series_B
522,Mendix,"$25,000,000","Jan 23, 2014",Series_B
523,Fastpoint-Games,"$2,000,000","Mar 10, 2010",Series_B
524,B-Side-Entertainment,"$4,250,000","Nov 14, 2008",Series_B
525,Rx-Networks,"$1,900,000","Dec 16, 2008",Series_B
526,Sequent-Medical,"$15,600,000","May 14, 2010",Series_B
527,Tapjoy,"$15,000,000","Feb 15, 2009",Series_B
528,Bellabox,"$2,700,000","Sep 15, 2014",Series_B
529,Vital-Access,"$3,600,000","Feb 17, 2011",Series_B
530,NuoDB,"$10,000,000","Jul 26, 2012",Series_B
531,Zannel,"$10,000,000","Jun  2, 2008",Series_B
532,Illumitex,"$5,250,000","May 30, 2008",Series_B
534,Tolero-Pharmaceuticals,"$14,200,000","Aug  7, 2014",Series_B
535,Telegent-Systems,"$15,000,000","Oct  1, 2005",Series_B
536,Sialix,"$4,000,000","Feb  5, 2014",Series_B
539,Teleflip,"$4,900,000","Jan 28, 2008",Series_B
540,Medical-Direct-Club,"$5,000,000","Aug  9, 2012",Series_B
541,Inertia-Beverage-Group,"$8,000,000","Apr  2, 2007",Series_B
542,Yola,"$20,000,000","Feb 17, 2009",Series_B
543,Catalyst-Mobile,"$10,000,000","Oct  9, 2007",Series_B
544,Applause,"$5,000,000","Dec  1, 2008",Series_B
545,Solidfire,"$25,000,000","Oct 31, 2011",Series_B
546,Sencha,"$15,000,000","Oct 24, 2011",Series_B
548,clypd,"$19,400,000","Apr  9, 2015",Series_B
550,Codecademy,"$10,000,000","Jun 18, 2012",Series_B
551,Inspired-Technologies,"$5,400,000","Oct  1, 2009",Series_B
552,Nimbula,"$15,000,000","Aug 23, 2010",Series_B
553,Huy-Vietnam,"$15,000,000","Sep 28, 2014",Series_B
554,Vangard-Voice-Systems,"$2,000,000","Dec 16, 2008",Series_B
556,Sentillion,"$8,800,000","Apr  1, 2000",Series_B
557,Clickatell,"$12,000,000","Feb 28, 2011",Series_B
558,Digital-Orchid,"$6,000,000","Feb 13, 2006",Series_B
559,FlightCar,"$13,500,000","Sep 10, 2014",Series_B
560,Lifeshield-Security,"$11,000,000","Jun 16, 2010",Series_B
561,ImmuneXcite,"$3,600,000","Jan  7, 2014",Series_B
564,Memento,"$3,000,000","Apr 14, 2005",Series_B
565,Workiva,"$12,500,000","Oct  5, 2010",Series_B
566,Jike-Xueyuan,"$22,000,000","Sep 22, 2014",Series_B
567,AnaptysBio,"$33,000,000","Nov  8, 2007",Series_B
568,Medivo,"$15,000,000","Jun 17, 2013",Series_B
569,Planet-Soho,"$8,000,000","Jan 10, 2012",Series_B
570,AdmitOne-Security,"$8,000,000","Nov  9, 2005",Series_B
571,BuddyTV,"$6,000,000","Apr 14, 2008",Series_B
572,BetterCloud,"$6,000,000","Sep 25, 2013",Series_B
573,Anthemis-Group,"$18,000,000","May 28, 2014",Series_B
574,Berkeley-Design-Automation,"$6,000,000","Jul 17, 2006",Series_B
575,Airship-Ventures,"$2,500,000","Mar  1, 2009",Series_B
577,CrowdTwist,"$9,000,000","Jun 26, 2014",Series_B
579,Bluestreak-Technology,"$6,000,000","Apr  4, 2005",Series_B
580,Bloomreach,"$11,000,000","Sep  1, 2010",Series_B
581,LogMeIn,"$10,000,000","Dec 14, 2005",Series_B
582,Zubie,"$8,000,000","Aug 11, 2014",Series_B
583,Centrillion-Biosciences,"$9,000,000","Apr  1, 2013",Series_B
584,Coskata,"$19,500,000","Mar 11, 2008",Series_B
585,Heartland-Robotics,"$20,000,000","Nov 30, 2010",Series_B
586,MarkLogic,"$12,000,000","Jan  1, 2003",Series_B
587,Massdrop,"$40,000,000","Aug 13, 2015",Series_B
588,Grovo,"$15,000,000","Aug  1, 2014",Series_B
589,Sakti3,"$7,000,000","Apr  2, 2010",Series_B
590,SpineGuard,"$6,200,000","Sep 27, 2011",Series_B
591,CorasWorks,"$4,000,000","Jan 24, 2007",Series_B
592,TripleLift,"$10,500,000","Jun 11, 2015",Series_B
593,nanoMR,"$13,000,000","Jul 19, 2011",Series_B
594,NetStreams,"$18,200,000","Jan 14, 2008",Series_B
595,Global-Grind,"$4,500,000","Aug  1, 2007",Series_B
596,Supplyframe,"$7,000,000","Jun 21, 2007",Series_B
597,Outspark,"$11,000,000","Jan  1, 2008",Series_B
598,AdMeld,"$8,000,000","Jun 24, 2009",Series_B
599,Eightfold-Logic,"$8,000,000","Feb 10, 2009",Series_B
600,ESTECH,"$19,300,000","Jun  3, 2009",Series_B
602,Secret,"$25,000,000","Jul 14, 2014",Series_B
603,NemeriX,"$31,000,000","Sep  8, 2005",Series_B
604,Wayin,"$14,000,000","Feb 27, 2012",Series_B
605,TheFind,"$4,000,000","Oct  1, 2006",Series_B
606,Savingstar,"$7,000,000","Apr 18, 2011",Series_B
607,Modu,"$58,000,000","Mar 24, 2008",Series_B
608,adjust-by-adeven,"$4,300,000","Jun 20, 2013",Series_B
610,Solstice-Neurosciences,"$85,000,000","Nov  8, 2006",Series_B
612,OpenGamma,"$6,000,000","Dec  1, 2010",Series_B
614,Revision3,"$8,000,000","Jun  1, 2007",Series_B
616,WeeWorld,"$15,500,000","Jan  1, 2006",Series_B
617,Mirapoint-Software,"$10,300,000","Sep 20, 2005",Series_B
618,Travelata,"$7,000,000","Jul 10, 2014",Series_B
619,Paddle8,"$6,000,000","Jun  6, 2013",Series_B
620,AbilTo,"$6,000,000","Mar 18, 2014",Series_B
621,Quantance,"$12,000,000","Nov 19, 2008",Series_B
622,Hitviews,"$800,000","Aug  1, 2008",Series_B
623,TokBox,"$10,000,000","Aug  6, 2008",Series_B
624,Kodiak-Networks,"$15,000,000","Oct  1, 2005",Series_B
625,AnchorFree,"$4,800,000","Jan  1, 2008",Series_B
626,XO-Group,"$3,000,000","Apr  1, 1998",Series_B
628,Phyzios,"$5,600,000","Dec 13, 2010",Series_B
629,Scribd,"$9,000,000","Dec 19, 2008",Series_B
630,Wanxue-Education,"$16,000,000","Jan  1, 2011",Series_B
632,Chartbeat,"$9,500,000","Apr 16, 2012",Series_B
633,Threatmetrix,"$6,100,000","Oct  3, 2009",Series_B
634,Ginkgo-Bioworks,"$45,000,000","Jul 23, 2015",Series_B
635,PEX-Card,"$3,200,000","Oct 23, 2012",Series_B
636,InfoScout,"$16,000,000","Jun 19, 2014",Series_B
639,E4-Health,"$3,500,000","Feb 21, 2013",Series_B
640,ComparaOnline,"$11,000,000","Sep  4, 2013",Series_B
641,TenXer,"$3,000,000","Aug 28, 2012",Series_B
642,IdenTrust,"$20,000,000","May 27, 2005",Series_B
643,Astaro,"$6,700,000","May  1, 2004",Series_B
645,Slack,"$10,700,000","Apr  1, 2011",Series_B
646,Invision.com,"$21,000,000","Jul 25, 2014",Series_B
648,Mindflash-Technologies,"$3,500,000","Feb 19, 2013",Series_B
649,DataGravity,"$30,000,000","Jan 29, 2013",Series_B
650,Diagnosoft,"$4,000,000","Jan 28, 2009",Series_B
651,Sonatype,"$11,600,000","Sep 13, 2010",Series_B
652,GlobalLogic,"$12,500,000","Mar 30, 2006",Series_B
653,TextMaster,"$1,360,000","Jun 10, 2014",Series_B
654,Silver-Peak-Systems,"$13,000,000","Jan 31, 2006",Series_B
656,Imagistx,"$2,000,000","Jan 19, 2013",Series_B
657,Squarespace,"$40,000,000","Apr 15, 2014",Series_B
658,Coherex-Medical,"$16,500,000","Oct 12, 2009",Series_B
659,Spanning,"$6,000,000","Mar  1, 2013",Series_B
660,RightScale,"$13,000,000","Dec  8, 2008",Series_B
661,365Scores,"$5,500,000","Sep 29, 2014",Series_B
662,iMoney,"$4,000,000","Sep 25, 2014",Series_B
663,Optoro,"$23,500,000","Jul 16, 2013",Series_B
666,MUBI,"$1,400,000","Mar 26, 2009",Series_B
667,Nusym-Technology,"$8,000,000","Sep 10, 2008",Series_B
668,Chukong-Technologies,"$14,000,000","Jul  1, 2011",Series_B
669,Anchor-Intelligence,"$4,000,000","Sep  1, 2007",Series_B
670,Xlerant,"$3,000,000","Jan 25, 2012",Series_B
671,Simplilearn,"$10,000,000","Sep 17, 2013",Series_B
672,Instantly,"$3,000,000","Jan 14, 2009",Series_B
673,Entrade-Energiesysteme-AG,"$15,120,000","Dec 31, 2014",Series_B
674,Poxel,"$13,500,000","Sep  9, 2014",Series_B
675,Open-Mile,"$6,000,000","Feb  1, 2011",Series_B
676,Cyber-Rain,"$1,800,000","Oct 11, 2010",Series_B
677,SCIenergy,"$15,700,000","Jan 19, 2011",Series_B
678,nGage-Labs,"$6,900,000","Jul 23, 2013",Series_B
679,JackBe,"$6,500,000","Jan 10, 2006",Series_B
680,Lancope,"$5,000,000","Mar 11, 2003",Series_B
681,Article-One-Partners,"$7,000,000","Mar  5, 2012",Series_B
682,FiscalNote,"$10,000,000","Feb  3, 2015",Series_B
683,Yext,"$2,000,000","Sep  1, 2008",Series_B
685,Tradesy,"$13,000,000","Mar 19, 2014",Series_B
687,Infolinks,"$1,000,000","Feb  1, 2009",Series_B
689,Handmark,"$5,000,000","Sep  7, 2006",Series_B
690,Alfresco,"$8,000,000","Feb  8, 2006",Series_B
692,MaxPreps,"$7,000,000","Jul 19, 2006",Series_B
693,DueDil,"$17,000,000","Mar  3, 2014",Series_B
694,Avega-Systems,"$7,000,000","Apr  1, 2007",Series_B
695,Rapid7,"$2,000,000","Mar 15, 2010",Series_B
696,ShareThis,"$15,000,000","Mar 13, 2008",Series_B
697,Xeround,"$16,000,000","Jul  9, 2008",Series_B
698,CloudMade,"$9,500,000","Jul 27, 2010",Series_B
699,PowerCloud-Systems,"$6,000,000","Dec 14, 2011",Series_B
700,140-Proof,"$2,500,000","Apr 28, 2011",Series_B
701,Triumfant,"$9,000,000","Mar  2, 2006",Series_B
702,Playphone,"$9,100,000","Aug 28, 2006",Series_B
704,Challenge-Games,"$10,000,000","Sep  1, 2008",Series_B
705,EcoMotors,"$23,500,000","Jul 12, 2010",Series_B
706,Trellia-Networks,"$3,500,000","Jun 13, 2007",Series_B
707,Community-Veterinary-Partners,"$1,100,000","Jan 23, 2012",Series_B
708,Reveal,"$1,000,000","Dec 20, 2013",Series_B
709,Inlet-Technologies,"$9,400,000","Jul 26, 2005",Series_B
710,BaubleBar,"$10,000,000","Jul 29, 2014",Series_B
711,Gliknik,"$4,900,000","Oct  8, 2012",Series_B
712,Appcelerator,"$9,000,000","Oct 26, 2010",Series_B
713,Affinergy,"$3,000,000","Mar  8, 2006",Series_B
715,Beepi,"$72,700,000","Dec 30, 2014",Series_B
716,Gigaom,"$1,000,000","Nov 14, 2007",Series_B
717,HighRoads,"$8,000,000","Dec  5, 2005",Series_B
718,Amplience,"$5,700,000","Jul 30, 2013",Series_B
719,Packlink,"$9,000,000","Jun  6, 2014",Series_B
720,NetIQ,"$7,400,000","Nov 29, 2005",Series_B
721,Nimble-Storage,"$8,300,000","Dec 24, 2008",Series_B
722,Respiratory-Motion,"$8,000,000","Jan 22, 2014",Series_B
723,My-Docket,"$1,000,000","Jun  9, 2014",Series_B
724,Mes-Materiaux,"$3,790,000","Jun 11, 2014",Series_B
725,Kickfire,"$20,000,000","Jul 31, 2008",Series_B
726,Breathe-Technologies,"$15,000,000","Mar 28, 2008",Series_B
727,AppFirst,"$8,700,000","Dec  6, 2012",Series_B
728,ROAM-Data,"$6,500,000","Nov 23, 2009",Series_B
729,Vizury-Interactive-Solutions,"$9,000,000","Oct 26, 2012",Series_B
730,Descomplica,"$5,000,000","Feb  6, 2014",Series_B
731,Plastic-Jungle,"$7,400,000","Mar 18, 2010",Series_B
732,PathCentral,"$10,000,000","Nov  2, 2010",Series_B
733,Teradiode,"$10,000,000","Nov 18, 2011",Series_B
734,Coub,"$2,500,000","Jul 29, 2014",Series_B
735,OptiMine-Software,"$3,600,000","Oct 24, 2011",Series_B
736,Causata,"$11,000,000","Nov  1, 2011",Series_B
738,Diablo-Technologies,"$15,000,000","Jul 29, 2008",Series_B
739,Crowdtap,"$5,000,000","Mar 20, 2014",Series_B
740,Whaleback-Systems,"$7,500,000","Sep 25, 2006",Series_B
741,Segment,"$27,000,000","Oct  9, 2015",Series_B
742,DoubleVerify,"$10,000,000","Mar  8, 2010",Series_B
743,SynCardia-Systems,"$3,700,000","May 24, 2004",Series_B
744,NextMedium,"$6,000,000","Jul 24, 2006",Series_B
746,Inspirational-Stores,"$10,000,000","Oct  5, 2008",Series_B
747,3D-robotics,"$30,000,000","Sep 12, 2013",Series_B
748,PunchTab,"$6,300,000","Apr 30, 2014",Series_B
750,MyEdu,"$5,500,000","Feb 24, 2010",Series_B
