Unnamed: 0,mean_neg,mean_pos,total_neg,total_pos
75170,0,0,0,0
29264.10909,0.037986947,0.051886038,0,0.054545455
101564.5,0.034553484,0.087010442,0.00877193,0.043859649
15917,0.5,0.5,0,0
45739.5,0.03125,0,0,0
62378,0.041666667,0.0625,0,0
12428.5,0.02637868,0.05212874,0,0
41053.5,0.029051291,0.048537562,0,0.026315789
145893,0.021075682,0.065327146,0,0.046728972
16192,0.05801883,0.067263019,0.2,0.142857143
117367.5,0.016754843,0.07711919,0,0.073170732
111926,0,0,0,0
122127,0.015625,0.0625,0,0
22970,0.023612932,0.057687119,0.028169014,0.084507042
89048,0.028610131,0.270099374,0.02020202,0.090909091
105315,0.029689755,0.034954121,0,0
90529.5,0.007963239,0.030664545,0,0
37051.5,0.027189198,0.076269813,0.03125,0.03125
106365,0.019765548,0.060974884,0,0
74084,0,0,0,0
50588,0,0.10625,0,0
153083.5,0.045179852,0.054006502,0.078947368,0.065789474
125758,0.004004035,0.010683259,0,0
164491,0.015458604,0.02227413,0,0.025210084
11220,0.03027583,0.05919183,0.033898305,0.152542373
109043,0.030114206,0.042989082,0.016393443,0.06557377
181155.5,0.035360629,0.032817942,0.007246377,0.036231884
76229.5,0.035333995,0.019791667,0,0.071428571
29668.5,0.021648779,0.016419402,0,0
37198.5,0,0.041666667,0,0
114723.5,0.01431456,0.063043723,0,0.108695652
197906.5,0.031568287,0.084746138,0,0.166666667
25688,0,0.003472222,0,0
71758,0.008852629,0.028444745,0,0.066666667
14737,0.035563016,0.053464539,0.040462428,0.098265896
43818.5,0.059246544,0.07558134,0.009090909,0.136363636
68391.5,0.020833333,0.041666667,0,0
139198.5,0.020833333,0.041666667,0,0
57286,0,0,0,0
128400.5,0.03015282,0.047006486,0,0.057692308
118853.5,0.039730903,0.15625,0,0.375
3264.5,0.046566427,0.061034815,0.125,0.125
62515,0.025513663,0.062186757,0,0.079646018
133931.5,0.025465526,0.051580136,0.007692308,0.038461538
16666.5,0.075107267,0.07148336,0,0
81178,0.001488095,0,0,0
105457,0.048280891,0.048339356,0,0.008849558
35507.5,0.046706043,0.061732054,0.058441558,0.058441558
163022.5,0.037703478,0.063557881,0.012048193,0.084337349
62141.5,0.125,0,0,0
28028.5,0.041993276,0.107569999,0.111111111,0.111111111
96284,0.025177736,0.033820293,0,0.029126214
80411,0.015961499,0.03131116,0,0.06779661
151093,0.022876015,0.046673064,0.006993007,0.041958042
192591,0.018296482,0.036876232,0,0.045045045
24755.5,0.041471411,0.104601985,0.066666667,0.2
91451.5,0.054787951,0.053198112,0.020408163,0.071428571
181957.4375,0.018136161,0.009657118,0,0
74385,0.004160516,0.085729223,0,0.057971014
72514,0,0,0,0
148377,0.011468123,0.015326076,0,0
35024,0.030662962,0.081696196,0,0.060606061
126622,0,0.004166667,0,0
38039.5,0.024411554,0.047111708,0.04,0.06
107213,0.020881898,0.048393611,0.025316456,0.050632911
10931.44643,0.038957281,0.056581423,0.017857143,0.035714286
108663.5,0.021536964,0.027221947,0.018518519,0.055555556
51095,0.027082054,0.075371648,0.006369427,0.095541401
122286.5,0.021578087,0.114990298,0,0.065789474
188520.5,0.030910802,0.061657475,0,0
,0,0.041666667,0,0
8648.5,0.024829573,0.065578826,0.005154639,0.082474227
70433.5,0.026484048,0.055219833,0.042682927,0.067073171
49942,0.066406857,0.06891862,0.034482759,0.103448276
108733,0.065477563,0.068653414,0,0.047619048
104608,0,0,0,0
140326.5132,0.038347653,0.056223767,0.085526316,0.111842105
143348,0,0.071428571,0,0
33129,0.039166667,0.075,0,0
102172,0.021822058,0.032863185,0,0
148391,0.024305556,0.046737213,0,0
136005,0.044070513,0.028044872,0,0
174681.5,0.02909116,0.062242156,0.045454545,0.045454545
40606,0.039380411,0.008996212,0,0
111041.5,0.005377381,0.01396369,0,0
126606.5,0.016149408,0.062708662,0,0.071428571
139200,0,0,0,0
15388,0.037229401,0.052530156,0.081632653,0.06122449
115359.5,0.019483985,0.050477123,0.019607843,0.039215686
150706,0.071759259,0.018518519,0,0
48767,0.025941965,0.028591886,0.024390244,0.024390244
152207.5,0.044571158,0.050666486,0,0
68952.5,0.055104336,0.039150179,0.0625,0
125268,0,0,0,0
114169,0.028130086,0.047597034,0,0
17510,0.027503399,0.065645119,0,0
82384,0.059027778,0.024305556,0,0
131789.5,0.027818089,0.050475992,0,0.1
51313.5,0.026941707,0.0409389,0.016666667,0.058333333
42469,0,0.041666667,0,0
147409,0.037893228,0.039286632,0.023255814,0.046511628
74643,0.082659824,0.068266333,0.04,0
63002,0.035040761,0.054819501,0.068965517,0.034482759
136160,0.056089744,0.061416785,0,0.222222222
