Company,-1,0,1
140proof,0.0,0.0,1.0
1stdibs,0.0,0.0,1.0
2c2p,0.0,0.0,1.0
2tor,0.0,0.0,1.0
365datacenters,0.0,0.0,1.0
365scores,0.0,0.0,1.0
36kr,0.0,0.0,1.0
3drobotics,0.0,0.0,1.0
41stparameter,1.0,0.0,0.0
42floors,0.0,0.0,1.0
4home,0.0,0.0,1.0
500friends,0.0,0.0,1.0
5minmedia,0.0,0.0,1.0
6fusion,0.0,0.0,1.0
6sense,0.0,0.0,1.0
8dworld,0.0,0.0,1.0
8securities,0.0,0.0,1.0
8thbridge,0.0,0.0,1.0
abilto,0.0,0.0,1.0
abiquo,0.0,0.0,1.0
ablelending,0.0,0.0,1.0
ableplanet,0.0,0.0,1.0
abodo,0.0,0.0,1.0
accellion,0.0,0.0,1.0
accelops,0.0,0.0,1.0
accertify,0.0,0.0,1.0
accioenergy,0.0,0.0,1.0
accuvein,0.0,0.0,1.0
acemetrix,0.0,0.0,1.0
achatespower,0.0,0.0,1.0
achievers,0.0,0.0,1.0
activepath,0.0,0.0,1.0
actonsoftware,0.0,0.0,1.0
acumatica,0.0,0.0,1.0
acumenholdings,0.0,0.0,1.0
adaptiveblue,0.0,0.0,1.0
adaptivecomputing,0.0,0.0,1.0
adaptivity,0.0,0.0,1.0
adaptly,0.0,0.0,1.0
adbrite,0.0,0.0,1.0
addepar,0.0,0.0,1.0
adeven,0.0,0.0,1.0
adkeeper,0.0,0.0,1.0
admantx,0.0,0.0,1.0
admeld,0.0,0.0,1.0
adometry,0.0,0.0,1.0
adready,0.0,0.0,1.0
adroll,0.0,0.0,1.0
adscale,0.0,0.0,1.0
adultspace,0.0,0.0,1.0
advandx,0.0,0.0,1.0
adxpose,0.0,0.0,1.0
adzcentral,0.0,0.0,1.0
affectiva,0.0,0.0,1.0
agilone,0.0,0.0,1.0
agilyx,0.0,0.0,1.0
aginfolink,0.0,0.0,1.0
agnitio,0.0,0.0,1.0
agrivida,0.0,0.0,1.0
ahalife,0.0,0.0,1.0
aicent,0.0,0.0,1.0
aipai,0.0,0.0,1.0
airshipventures,0.0,0.0,1.0
airspan,0.0,0.0,1.0
airware,0.0,0.0,1.0
akimbo,0.0,0.0,1.0
alertenterprise,0.0,0.0,1.0
alertlogic,0.0,0.0,1.0
alertme,0.0,0.0,1.0
alfresco,0.0,0.0,1.0
alienvault,0.0,0.0,1.0
allegiance,0.0,0.0,1.0
allocure,1.0,0.0,0.0
allylix,0.0,1.0,0.0
alphabetenergy,0.0,0.0,1.0
alpinedatalabs,0.0,0.0,1.0
altairsemiconductor,0.0,0.0,1.0
altobeam,0.0,1.0,0.0
altruik,0.0,0.0,1.0
amec,0.0,0.0,1.0
amiestreet,0.0,0.0,1.0
amplience,0.0,0.0,1.0
amplifinity,0.0,0.0,1.0
amprius,0.0,0.0,1.0
ampulse,0.0,0.0,1.0
anchorfree,0.0,0.0,1.0
andera,0.0,0.0,1.0
angioslide,0.0,0.0,1.0
aniboom,0.0,0.0,1.0
animoto,0.0,0.0,1.0
anthemisgroup,0.0,0.0,1.0
apalya,0.0,0.0,1.0
aplossoftware,0.0,1.0,0.0
appannie,0.0,0.0,1.0
appcelerator,0.0,0.0,1.0
appconomy,0.0,0.0,1.0
appfirst,0.0,0.0,1.0
appfog,0.0,0.0,1.0
appirio,0.0,0.0,1.0
appistry,0.0,1.0,0.0
applause,0.0,0.0,1.0
appliedlogic,0.0,0.0,1.0
appnomicsystems,0.0,0.0,1.0
apprenda,0.0,0.0,1.0
aptana,0.0,0.0,1.0
aptera,0.0,0.0,1.0
aquesys,0.0,1.0,0.0
aquto,0.0,0.0,1.0
aratanatherapeutics,0.0,0.0,1.0
ardelyx,0.0,0.0,1.0
area1security,0.0,0.0,1.0
argyledata,0.0,0.0,1.0
argylesocial,0.0,0.0,1.0
ariasystems,0.0,0.0,1.0
aristotlecircle,0.0,0.0,1.0
arrayent,0.0,0.0,1.0
arsanis,0.0,1.0,0.0
arteris,0.0,0.0,1.0
articleonepartners,0.0,0.0,1.0
artspace,0.0,0.0,1.0
artsy,0.0,0.0,1.0
artwise,0.0,0.0,1.0
aryakanetworks,0.0,0.0,1.0
asana,0.0,0.0,1.0
asetek,0.0,0.0,1.0
aspirehealth,1.0,0.0,0.0
assistly,0.0,0.0,1.0
assurexhealth,0.0,0.0,1.0
astutenetworks,0.0,0.0,1.0
aternity,0.0,0.0,1.0
athoc,0.0,1.0,0.0
atlantiscomputing,0.0,0.0,1.0
attributor,0.0,0.0,1.0
attunefoods,0.0,0.0,1.0
augmenix,0.0,1.0,0.0
authentix,0.0,0.0,1.0
automatedinsights,0.0,0.0,1.0
automatic,0.0,0.0,1.0
autovirt,0.0,1.0,0.0
avaak,0.0,0.0,1.0
avedro,0.0,0.0,1.0
avegant,0.0,0.0,1.0
aveksa,0.0,0.0,1.0
averesystems,0.0,0.0,1.0
aviir,0.0,0.0,1.0
awareness,0.0,0.0,1.0
awox,0.0,0.0,1.0
axial,0.0,0.0,1.0
axxana,1.0,0.0,0.0
ayasdi,0.0,0.0,1.0
aylanetworks,0.0,0.0,1.0
b5m,0.0,1.0,0.0
backupify,0.0,0.0,1.0
balihoo,0.0,0.0,1.0
balluun,0.0,0.0,1.0
bandpage,0.0,0.0,1.0
banjo,0.0,0.0,1.0
baronova,0.0,0.0,1.0
basecrm,0.0,0.0,1.0
baublebar,0.0,0.0,1.0
baynote,0.0,0.0,1.0
bayru,0.0,0.0,1.0
beckon,0.0,0.0,1.0
become,0.0,0.0,1.0
beepi,0.0,0.0,1.0
bellabox,0.0,0.0,1.0
belly,0.0,0.0,1.0
benechill,0.0,0.0,1.0
betaworks,0.0,0.0,1.0
bettercloud,0.0,0.0,1.0
betterment,0.0,0.0,1.0
between,0.0,0.0,1.0
beyondtherack,0.0,0.0,1.0
bigdoor,0.0,0.0,1.0
bigfootnetworks,0.0,0.0,1.0
billguard,0.0,0.0,1.0
billtrust,0.0,0.0,1.0
biocept,0.0,1.0,0.0
birchbox,0.0,0.0,1.0
bitglass,0.0,0.0,1.0
bitly,0.0,0.0,1.0
bitwave,0.0,0.0,1.0
bizible,0.0,0.0,1.0
bizo,0.0,0.0,1.0
blackwave,0.0,0.0,1.0
blogher,0.0,0.0,1.0
blogtalkradio,0.0,1.0,0.0
bloomhealth,0.0,0.0,1.0
bloomreach,0.0,1.0,0.0
bloomspot,0.0,0.0,1.0
blueapron,0.0,0.0,1.0
bluebox,0.0,0.0,1.0
bluecava,0.0,1.0,0.0
bluepillar,0.0,0.0,1.0
bluestacks,0.0,1.0,0.0
bodyshopbids,0.0,0.0,1.0
boku,0.0,0.0,1.0
bookingbug,0.0,0.0,1.0
bookshout,0.0,0.0,1.0
boomi,0.0,0.0,1.0
boostmedia,0.0,0.0,1.0
booyah,0.0,0.0,1.0
bountyjobs,0.0,0.0,1.0
boxee,0.0,1.0,0.0
boxfish,0.0,0.0,1.0
boxtone,0.0,0.0,1.0
bplglobal,0.0,0.0,1.0
brammo,0.0,0.0,1.0
branchout,0.0,0.0,1.0
brandaffinitytechnologies,0.0,0.0,1.0
brandwatch,0.0,0.0,1.0
breather,0.0,0.0,1.0
