,Company,Series,Total_Likes,Total_Retweets,Avg_Tweets,Series_Amount,Series_Date
1571,KIT-Digital,Series_A,,,,5000000,"Apr 18, 2008"
1572,Jobaline,Series_A,,,,4300000,"Oct  1, 2013"
1573,Interana,Series_A,,,,8200000,"Feb  1, 2013"
1574,Health-Guru,Series_A,,,,250000,"Jan  1, 2007"
1575,Sportgenic,Series_A,,,,1500000,"Jul  1, 2008"
1576,BuzzFeed,Series_A,,,,3500000,"Jul  9, 2008"
1577,NoWait,Series_A,,,,2000000,"Aug 28, 2012"
1578,BlogHer,Series_A,,,,3500000,"Jul 15, 2007"
1579,Alphabet-Energy,Series_A,,,,12000000,"Sep 15, 2011"
1580,SocialFlow,Series_A,,,,7000000,"Apr  7, 2011"
1581,Overtone,Series_A,,,,5000000,"Mar  5, 2007"
1582,TuneWiki,Series_A,,,,3000000,"Apr  1, 2008"
1583,Zettaset,Series_A,,,,3000000,"Apr  1, 2011"
1584,Power2SME,Series_A,,,,2000000,"Jan  1, 2012"
1585,Bluestacks,Series_A,,,,7600000,"May 24, 2011"
1586,HistoSonics,Series_A,,,,11000000,"Feb 22, 2010"
1587,Adometry,Series_A,,,,5000000,"Feb  7, 2007"
1588,Kewego,Series_A,,,,6300000,"Apr  1, 2006"
1589,RealPage,Series_A,,,,31612500,"Dec 30, 2003"
1590,TerraGo-Technologies,Series_A,,,,6300000,"May 16, 2007"
1591,Wellfount,Series_A,,,,6000000,"Apr 20, 2011"
1592,Sypherlink,Series_A,,,,3500000,"Jun 28, 2005"
1593,Gridstore,Series_A,,,,12500000,"Oct 15, 2012"
1594,Ubiquisys,Series_A,,,,12000000,"Sep  7, 2006"
1595,AdzCentral,Series_A,,,,3200000,"Mar 20, 2013"
1596,Payvment,Series_A,,,,1500000,"Mar 29, 2010"
1597,91JinRong,Series_A,,,,9800000,"Oct  1, 2013"
1598,Outbrain,Series_A,,,,5000000,"Feb 25, 2008"
1599,UrbanSitter,Series_A,,,,1750000,"Jan 31, 2012"
1600,Truviso,Series_A,,,,4800000,"Jun 24, 2015"
1601,Appirio,Series_A,,,,1100000,"Mar 13, 2008"
1602,Globaltranz-Logistics,Series_A,,,,10000000,"Jan 11, 2011"
1603,Chargebee,Series_A,,,,800000,"Jan 13, 2014"
1604,B5M,Series_A,,,,7100000,"Feb 16, 2012"
1605,Mixpanel,Series_A,,,,10250000,"May 10, 2012"
1606,Coraid,Series_A,,,,10000000,"Dec  1, 2009"
1607,Cafemom,Series_A,,,,5000000,"Aug 22, 2007"
1608,Flywheel-Software,Series_A,,,,8000000,"Jun 30, 2012"
1609,Verastem,Series_A,,,,16000000,"Nov 16, 2010"
1610,BCR-Environmental,Series_A,,,,10000000,"Oct 14, 2011"
1611,Lendio,Series_A,,,,6000000,"Feb 17, 2011"
1612,Reddo-Mobility,Series_A,,,,3000000,"Jun 30, 2011"
1613,Zillow,Series_A,,,,32000000,"Oct  1, 2005"
1614,LogRhythm,Series_A,,,,3250000,"Nov  7, 2008"
1615,Brightpearl,Series_A,,,,5000000,"May 25, 2011"
1616,Vitrue,Series_A,,,,3800000,"Oct 24, 2006"
1617,neohapsis,Series_A,,,,16500000,"Oct 15, 2010"
1618,Vocalocity,Series_A,,,,8000000,"Oct 18, 2007"
1619,Pronutria,Series_A,,,,10800000,"Oct 22, 2013"
1620,Dataguise,Series_A,,,,3250000,"Mar 22, 2011"
1621,Movik-Networks,Series_A,,,,7500000,"Feb  1, 2008"
1622,Sendio,Series_A,,,,4000000,"Feb 12, 2007"
1623,ITIS-Holdings,Series_A,,,,5700000,"Sep  2, 1999"
1624,BlogTalkRadio,Series_A,,,,4600000,"Jun 25, 2008"
1625,Tongal,Series_A,,,,1200000,"Jun  1, 2008"
1626,Zoomdata,Series_A,,,,4100000,"Jul 16, 2013"
1627,Conviva,Series_A,,,,9000000,"Apr 10, 2007"
1628,Talari-Networks,Series_A,,,,6200000,"Jan 27, 2009"
1629,Ace-Metrix,Series_A,,,,3000000,"Aug  1, 2008"
1630,Epic-Sciences,Series_B,,,,13000000,"Nov 13, 2012"
1631,Apreso-Classroom,Series_B,,,,15000000,"Oct 14, 2008"
1632,Onshift,Series_B,,,,3000000,"Feb  2, 2012"
1633,Xendex-Holding,Series_B,,,,3500000,"Nov 30, 2009"
1634,filmloop,Series_B,,,,7000000,"May  1, 2006"
1635,Mochi-Media,Series_B,,,,10000000,"Jun 18, 2008"
1636,SkyRecon-Systems,Series_B,,,,6500000,"Mar 12, 2007"
1637,ROBLOX,Series_B,,,,4000000,"Jun 14, 2011"
1638,SendHub,Series_B,,,,5000000,"Nov 19, 2014"
1639,Madhouse-Media,Series_B,,,,2700000,"Mar  1, 2007"
1640,White-Sky,Series_B,,,,11000000,"Sep 10, 2008"
1641,Forus-Health,Series_B,,,,8400000,"Jan  9, 2014"
1642,Able-Lending,Series_B,,,,6000000,"Aug 25, 2015"
1643,UberMedia,Series_B,,,,17500000,"Feb 14, 2011"
1644,Superpedestrian,Series_B,,,,4000000,"Sep 29, 2014"
1645,Daylife,Series_B,,,,8300000,"Jun  1, 2007"
1646,Radiate-Media,Series_B,,,,22000000,"Nov  1, 2011"
1647,Dailymotion,Series_B,,,,34000000,"Aug  1, 2007"
1648,Pernixdata,Series_B,,,,20000000,"May 15, 2013"
1649,Divante,Series_B,,,,2300000,"Dec 18, 2014"
1650,Message-Systems,Series_B,,,,32000000,"Jun 21, 2012"
1651,ParStream,Series_B,,,,8000000,"Oct 17, 2013"
1652,Mashable,Series_B,,,,17000000,"Jan 29, 2015"
1653,Crimson-Hexagon,Series_B,,,,5000000,"May 24, 2011"
1654,Eglue-Business-Technologies,Series_B,,,,10000000,"Jul  2, 2006"
1655,Tribold,Series_B,,,,15000000,"Mar 22, 2007"
1656,Prolexic-Technologies,Series_B,,,,8000000,"Feb  8, 2012"
1657,Channel-IQ,Series_B,,,,12000000,"Nov  7, 2013"
1658,Newforma,Series_B,,,,8000000,"Oct  1, 2005"
1659,Transpera,Series_B,,,,8250000,"Nov 12, 2008"
1660,The-Clymb,Series_B,,,,7000000,"Mar  1, 2012"
1661,Syncbak,Series_B,,,,7300000,"Jun 29, 2012"
1662,Idleair,Series_B,,,,3000000,"Jun 23, 2011"
1663,HoneyBook,Series_B,,,,22000000,"Mar  5, 2015"
1664,Applied-StemCell,Series_B,,,,1900000,"Mar 19, 2010"
1665,Metabolon,Series_B,,,,8000000,"Jan 18, 2006"
1666,Prime-Sense,Series_B,,,,20400000,"Jun  3, 2008"
1667,NABsys,Series_B,,,,7000000,"Mar 10, 2010"
1668,VLST,Series_B,,,,55000000,"Jun 16, 2006"
1669,Lantos-Technologies,Series_B,,,,4099999,"Aug 26, 2011"
1670,Marble-Security,Series_B,,,,22000000,"May  3, 2010"
1671,Stackdriver,Series_B,,,,10000000,"Sep 18, 2013"
1672,5Min-Media,Series_B,,,,7500000,"Jul 23, 2009"
1673,Woven-Systems,Series_B,,,,20000000,"Sep 25, 2007"
1674,Brandwatch,Series_B,,,,22000000,"May 24, 2014"
1675,Duetto,Series_B,,,,21000000,"Jul  9, 2014"
1676,Teneros,Series_B,,,,17500000,"Mar  1, 2005"
1677,DREAMLINES,Series_B,,,,9750000,"May  1, 2013"
1678,Samsoft,Series_B,,,,100000,"Feb 14, 2015"
1679,VisibleBrands,Series_B,,,,2300000,"Jan 23, 2014"
1680,JAM-Technologies,Series_B,,,,11300000,"Feb 14, 2006"
1681,Keahole-Solar-Power,Series_B,,,,9000000,"Dec 26, 2009"
1682,Rempex-Pharmaceuticals,Series_B,,,,67500000,"Nov  9, 2011"
1683,Proximal-Data,Series_B,,,,2000000,"Apr  1, 2013"
1684,Elastra,Series_B,,,,12000000,"Aug  5, 2008"
1685,ConXtech,Series_B,,,,7100000,"Dec 11, 2007"
1686,Open-Xchange,Series_B,,,,9000000,"Nov  4, 2008"
1687,VOSS-Solutions,Series_B,,,,12000000,"Sep 22, 2008"
1688,Ziqitza-Health-Care,Series_B,,,,4250000,"Mar 26, 2010"
1689,Carnegie-Speech,Series_B,,,,3400000,"May  4, 2012"
1690,ControlScan,Series_B,,,,3500000,"Jun 29, 2010"
1691,Triggit,Series_B,,,,7400000,"Nov 29, 2012"
1692,Think-Through-Learning,Series_B,,,,5600000,"Sep  5, 2013"
1693,Blue-Nile,Series_B,,,,42000000,"Apr 17, 2000"
1694,GameGround,Series_B,,,,5300000,"Nov 17, 2010"
1695,Agilyx,Series_B,,,,22000000,"Mar 31, 2011"
1696,Digabit,Series_B,,,,1400000,"Aug 12, 2009"
1697,Goodguide,Series_B,,,,5500000,"Nov 18, 2009"
1698,Fix8,Series_B,,,,2000000,"Apr  3, 2008"
1699,ClearSlide,Series_B,,,,28000000,"Aug 28, 2012"
1700,Reloaded-Games,Series_B,,,,16000000,"Jun 18, 2007"
1701,Vivox,Series_B,,,,7800000,"Nov  1, 2007"
1702,Superfish,Series_B,,,,5300000,"Jan  5, 2009"
1703,Embotics,Series_B,,,,4000000,"Dec 10, 2008"
1704,Avalon-Clones,Series_B,,,,3000000,"Jun 23, 2013"
1705,Scale-Computing,Series_B,,,,9000000,"Mar  2, 2010"
1706,Guidespark,Series_B,,,,15000000,"Mar  5, 2014"
1707,Vidient,Series_B,,,,12000000,"Oct 18, 2005"
1708,Starboard-Storage-Systems,Series_B,,,,13000000,"May 13, 2012"
1709,ScrollMotion,Series_B,,,,7000000,"Oct  7, 2011"
1710,NxThera,Series_B,,,,21600000,"Oct  4, 2011"
1711,LendKey-Technologies,Series_B,,,,12500000,"Aug  7, 2013"
1712,Ifbyphone,Series_B,,,,8000000,"Dec 28, 2010"
1713,Federated-Media,Series_B,,,,4500000,"Aug  1, 2007"
1714,Buzzwire,Series_B,,,,8000000,"Dec  1, 2007"
1715,NewsHunt,Series_B,,,,18000000,"Sep 22, 2014"
1716,Webvanta,Series_B,,,,450000,"Dec 20, 2012"
1717,Audax-Health-Solutions,Series_B,,,,29000000,"Jan 29, 2014"
1718,Legend3D,Series_B,,,,8000000,"Feb  4, 2013"
1719,ExtraHop-Networks,Series_B,,,,14000000,"May  3, 2011"
1720,OpenX,Series_B,,,,15500000,"Jan  1, 2008"
1721,UnboundID,Series_B,,,,12500000,"Mar 27, 2012"
1722,Procore-Technologies,Series_B,,,,4000000,"Jan 25, 2007"
1723,iPrint,Series_B,,,,7500000,"Mar  1, 1999"
1724,Cloud-Cruiser,Series_B,,,,6000000,"Jun 12, 2012"
1725,AngioSlide,Series_B,,,,8600000,"May  1, 2008"
1726,Multiwave-Photonics,Series_B,,,,7720000,"May 11, 2008"
1727,The-Filter,Series_B,,,,1200000,"Feb 18, 2009"
1728,Datalogix,Series_B,,,,25000000,"Apr 25, 2013"
1729,WellnessFX,Series_B,,,,4000000,"Dec 12, 2011"
1730,HourlyNerd,Series_B,,,,7800000,"Feb  4, 2015"
1731,Coho-Data,Series_B,,,,25000000,"Nov  5, 2013"
1732,NationBuilder,Series_B,,,,8000000,"Jun  6, 2013"
1733,Balluun,Series_B,,,,8700000,"Jul 23, 2013"
1734,Hookipa-Biotech,Series_B,,,,25700000,"Nov  4, 2013"
1735,Fixmo,Series_B,,,,6500000,"Jun  1, 2011"
1736,YouNow,Series_B,,,,15000000,"Aug  1, 2014"
1737,Trust-Digital,Series_B,,,,9000000,"Nov  4, 2005"
1738,Twist-Bioscience,Series_B,,,,26000000,"May 27, 2014"
1739,HookLogic,Series_B,,,,14000000,"Sep  9, 2013"
1740,RadiumOne,Series_B,,,,21200000,"Mar 10, 2011"
1741,Little-Black-Bag,Series_B,,,,8000000,"Aug 16, 2012"
1742,Pinpoint-Software,Series_B,,,,300000,"Dec  7, 2012"
1743,Reachable,Series_B,,,,5600000,"Nov 10, 2010"
1744,Adaptive-Payments-India-Private,Series_B,,,,4900000,"Oct 16, 2012"
1745,XVionics,Series_B,,,,3000000,"Nov  4, 2005"
1746,XMPie,Series_B,,,,5000000,"Nov  1, 2004"
1747,Deliveroo,Series_B,,,,25000000,"Jan 29, 2015"
1748,Groxis,Series_B,,,,4000000,"Aug 28, 2006"
1749,Loxo-Oncology,Series_B,,,,24000000,"May  6, 2014"
1750,Funny-Or-Die,Series_B,,,,15000000,"Dec  1, 2007"
1751,Wonga,Series_B,,,,22250000,"Jun  8, 2009"
1752,SARcode-Bioscience,Series_B,,,,44000000,"Jul 18, 2011"
1753,Acumen-Holdings,Series_B,,,,5000000,"Feb  2, 2012"
1754,VM-Discovery,Series_B,,,,970000,"Jan  3, 2006"
1755,Glycos-Biotechnologies,Series_B,,,,4200000,"Oct 20, 2010"
1756,Qteros,Series_B,,,,25000000,"Nov 19, 2008"
1757,Double-Fusion,Series_B,,,,10000000,"Nov 11, 2005"
1758,Mistral-Solutions,Series_B,,,,6500000,"Feb  6, 2008"
1759,Tracx,Series_B,,,,4400000,"Feb 16, 2012"
1760,Wize,Series_B,,,,988000,"Jan  1, 2008"
1761,Birchbox,Series_B,,,,60000000,"Apr 21, 2014"
1762,AutekBio,Series_B,,,,1000000,"Oct 22, 2007"
1763,Dxterity,Series_B,,,,790000,"May 11, 2010"
1764,Rui-Yi,Series_B,,,,15000000,"Mar 27, 2014"
1765,Yipit,Series_B,,,,6000000,"Jun  6, 2011"
1766,Sophia-Genetics,Series_B,,,,13800000,"Jul  7, 2014"
1767,TravelBird,Series_B,,,,26500000,"Nov 19, 2014"
1768,SPS-Commerce,Series_B,,,,18000000,"May 19, 2003"
1769,QuantiaMD,Series_B,,,,10000000,"Sep 12, 2013"
1770,Envox-Group,Series_B,,,,5300000,"Oct  9, 2005"
1771,TinderBox,Series_B,,,,1300000,"Feb 25, 2013"
1772,365-Data-Centers,Series_B,,,,16000000,"Sep 10, 2014"
1773,Genalyte,Series_B,,,,11800000,"Mar 30, 2012"
1774,Truist,Series_B,,,,3800000,"Oct 27, 2005"
1775,Scientific-Conservation,Series_B,,,,15650000,"Jan 19, 2011"
1776,Knopp-Neurosciences,Series_B,,,,10000000,"Jan 22, 2008"
1777,Boxfish,Series_B,,,,7000000,"Mar 17, 2014"
1778,Premise,Series_B,,,,11000000,"Mar 13, 2014"
1779,Disqus,Series_B,,,,500000,"Mar  3, 2008"
1780,Ingram-Medical,Series_B,,,,30000000,"Sep  5, 2013"
1781,Dreamerz-Foods,Series_B,,,,10000000,"Jun  6, 2007"
1782,PanOptica,Series_B,,,,45000000,"Apr 15, 2014"
1783,Authentium,Series_B,,,,6000000,"Apr  1, 2007"
1784,Aristotle-Circle,Series_B,,,,2000000,"Apr 19, 2011"
1785,Wound-Care-Technologies,Series_B,,,,1000000,"Feb  6, 2009"
1786,Xeris-Pharmaceuticals,Series_B,,,,7300000,"Sep 29, 2014"
1787,Quantason,Series_B,,,,3200000,"Oct 23, 2012"
1788,DoublePositive,Series_B,,,,2700000,"Sep  1, 2006"
1789,LiquidPlanner,Series_B,,,,8000000,"May  8, 2014"
1790,Eos-Energy-Storage,Series_B,,,,15000000,"May 20, 2013"
1791,Kiip,Series_B,,,,11000000,"Jul 17, 2012"
1792,Mosaic,Series_B,,,,8500000,"Jul 29, 2013"
1793,AML-Superconductivity-and-Magnetics,Series_B,,,,2125000,"Sep  1, 2014"
1794,GridGain-Systems,Series_B,,,,10000000,"Jul 29, 2013"
1795,Channel-Medsystems,Series_B,,,,9800000,"May  2, 2013"
1796,Neo-Technology,Series_B,,,,11000000,"Nov  2, 2012"
1797,Cozi-Group,Series_B,,,,1300000,"Jan  1, 2006"
1798,Livingly-Media,Series_B,,,,8900000,"May  1, 2012"
1799,Artwise,Series_B,,,,1000000,"Jul 30, 2013"
1800,Paymetric,Series_B,,,,8000000,"Aug  8, 2009"
1801,iProf-Learning-Solutions-India,Series_B,,,,9000000,"Jan 23, 2014"
1802,Oraya-Therapeutics,Series_B,,,,18000000,"Jan 11, 2008"
1803,Singlepipe-Communications,Series_B,,,,5100000,"Apr  7, 2009"
1804,ShopIgniter,Series_B,,,,8000000,"May 25, 2011"
1805,Secure-Software,Series_B,,,,9250000,"Feb 10, 2005"
1806,Become,Series_B,,,,7200000,"Aug  1, 2005"
1807,Contrafect,Series_B,,,,12000000,"Oct 26, 2010"
1808,Aptana,Series_B,,,,5500000,"Feb 27, 2009"
1809,Aito-BV,Series_B,,,,2700000,"Jun 18, 2014"
1810,Optify,Series_B,,,,6100000,"Oct 20, 2010"
1811,Trusteer,Series_B,,,,6100000,"Oct 21, 2008"
1812,PowerFile,Series_B,,,,10000000,"Jan 16, 2006"
1813,MediaBoost,Series_B,,,,4700000,"Jun 30, 2008"
1814,House-Party,Series_B,,,,3400000,"Mar 18, 2009"
1815,Spongecell,Series_B,,,,10000000,"Feb  7, 2012"
1816,Mig33,Series_B,,,,13500000,"Jan 27, 2008"
1817,Madvertise,Series_B,,,,10000000,"Oct 10, 2011"
1818,NatureBox,Series_B,,,,18000000,"Apr 14, 2014"
1819,Milyoni,Series_B,,,,11000000,"Feb 23, 2012"
1820,SavaJe-Technologies,Series_B,,,,17500000,"Mar 17, 2003"
1821,RiverMeadow-Software,Series_B,,,,12000000,"Sep  5, 2013"
1822,ShapeUp,Series_B,,,,5000000,"Nov  5, 2013"
1823,Poshmark,Series_B,,,,12000000,"Dec  4, 2012"
1824,Stitch-Fix,Series_B,,,,12000000,"Oct 17, 2013"
1825,Satellier-Inc,Series_B,,,,10000000,"Sep 29, 2007"
1826,HelloWallet,Series_B,,,,12000000,"Jan 26, 2012"
1827,Immune-Design,Series_B,,,,32000000,"Jul 26, 2010"
1828,Phoseon-Technology,Series_B,,,,6400000,"Mar 21, 2005"
1829,Spoken-Communications,Series_B,,,,11500000,"Feb  7, 2012"
1830,MakeMyTrip,Series_B,,,,13000000,"Dec 14, 2006"
1831,QualVu,Series_B,,,,1900000,"Jan 16, 2012"
1832,Aktino,Series_B,,,,16000000,"May 12, 2005"
1833,Nabriva-Therapeutics,Series_B,,,,22000000,"Jan 17, 2010"
1834,Simply-Measured,Series_B,,,,8000000,"Jan 22, 2013"
1835,Garlik,Series_B,,,,11950000,"Apr 26, 2007"
1836,Docstoc,Series_B,,,,3250000,"Apr 28, 2008"
1837,XunLight,Series_B,,,,22000000,"May  7, 2008"
1838,Tissue-Regeneration-Systems,Series_B,,,,4600000,"Aug 22, 2013"
1839,Placeiq,Series_B,,,,6800000,"May  7, 2013"
1840,Chartboost,Series_B,,,,19000000,"Jan  8, 2013"
1841,BLADE-Network-Technologies,Series_B,,,,10000000,"Sep  9, 2009"
1842,Liquid-Robotics,Series_B,,,,3000000,"Jan  1, 1000"
1843,Ntirety,Series_B,,,,1000000,"Mar 26, 2008"
1844,Zynstra,Series_B,,,,8400000,"Jul  9, 2014"
1845,Stellaris,Series_B,,,,1450000,"Jun 26, 2008"
1846,Widgetbox,Series_B,,,,8000000,"Jan  1, 2008"
1847,Libredigital,Series_B,,,,15000000,"Jul 29, 2009"
1848,DanceJam,Series_B,,,,3500000,"Feb  1, 2008"
1849,CorNova,Series_B,,,,2500000,"Jan 17, 2010"
1850,Sonexis-Technology,Series_B,,,,2500000,"Aug  2, 2005"
1851,Wrap-Media,Series_B,,,,12700000,"Sep  3, 2015"
1852,Worktopia,Series_B,,,,5400000,"Mar 15, 2008"
1853,Silverlink-Communications,Series_B,,,,5600000,"May 19, 2004"
1854,Rhythmia-Medical,Series_B,,,,7000000,"Feb  6, 2007"
1855,Quinstreet,Series_B,,,,40000000,"Dec 10, 2000"
1856,Bionostra,Series_B,,,,2390000,"Oct 14, 2005"
1857,Guardian-Analytics,Series_B,,,,4500000,"Oct  1, 2007"
1858,Healthline-Networks,Series_B,,,,21000000,"Jul  1, 2007"
1859,Bridgestream,Series_B,,,,6500000,"Apr  5, 2006"
1860,Getaround,Series_B,,,,13900000,"Aug  2, 2012"
1861,Cirtas-Systems,Series_B,,,,22500000,"Jan 25, 2011"
1862,NeuWave-Medical,Series_B,,,,14000000,"Sep  5, 2012"
1863,Terascala,Series_B,,,,14000000,"Apr 24, 2012"
1864,HarQen,Series_B,,,,4300000,"Oct  1, 2011"
1865,Tier-3,Series_B,,,,10000000,"Oct  4, 2012"
1866,Thingworx,Series_B,,,,5000000,"Feb 16, 2011"
1867,Kenandy,Series_B,,,,33000000,"Jun 10, 2013"
1868,Instart-Logic,Series_B,,,,17000000,"Apr 18, 2013"
1869,Greenphire,Series_B,,,,4300000,"Oct  9, 2012"
1870,Odotech,Series_B,,,,4020000,"Feb 12, 2008"
1871,Sharethrough,Series_B,,,,5000000,"Oct 11, 2012"
1872,Travelshark,Series_B,,,,5000000,"Jun 28, 2011"
1873,Xlumena,Series_B,,,,7000000,"Apr 29, 2011"
1874,Betaworks,Series_B,,,,20000000,"Mar 11, 2010"
1875,MolecularMD,Series_B,,,,6000000,"Apr  2, 2012"
1876,Nexthink,Series_B,,,,4910000,"Mar  7, 2007"
1877,Ayla-Networks,Series_B,,,,14500000,"Apr 30, 2014"
1878,CloudOn,Series_B,,,,16000000,"May  1, 2012"
1879,Incline-Therapeutics,Series_B,,,,21500000,"Sep 28, 2011"
1880,WhiteFence,Series_B,,,,14000000,"Mar 15, 2007"
1881,AutoVirt,Series_B,,,,4000000,"Nov 18, 2008"
1882,Entone-Technologies,Series_B,,,,14500000,"Aug  1, 2008"
1883,Defywire,Series_B,,,,3600000,"Apr 26, 2005"
1884,Inmagic,Series_B,,,,2000000,"Oct  1, 2009"
1885,Peer39,Series_B,,,,8200000,"Sep  1, 2007"
1886,Arantech,Series_B,,,,10000000,"May 17, 2005"
1887,NanoBio,Series_B,,,,22000000,"Jul  8, 2009"
1888,Control4,Series_B,,,,14700000,"Aug 18, 2004"
1889,Real-Intent,Series_B,,,,25000000,"Aug 27, 2012"
1890,Certess,Series_B,,,,2900000,"Oct 12, 2005"
1891,Covestor,Series_B,,,,12750000,"Jun 13, 2013"
1892,Origene-Technologies,Series_B,,,,16000000,"Mar 24, 2010"
1893,Aternity,Series_B,,,,5000000,"May 31, 2007"
1894,Digital-Harbor-Foundation,Series_B,,,,11000000,"Jul 29, 2005"
1895,Nimbuzz,Series_B,,,,15000000,"Jul  1, 2008"
1896,FireBlade,Series_B,,,,1500000,"Feb 17, 2013"
1897,Sprout-Social,Series_B,,,,10000000,"Feb 23, 2011"
1898,auxmoney,Series_B,,,,16000000,"May 13, 2014"
1899,Lagotek,Series_B,,,,5100000,"Jan  6, 2010"
1900,GreenSQL,Series_B,,,,5900000,"Aug 10, 2011"
1901,JNJ-Mobile,Series_B,,,,4000000,"Jan 28, 2008"
1902,Flypaper,Series_B,,,,3500000,"Aug  5, 2008"
1903,Seatwave,Series_B,,,,8000000,"Jun  5, 2007"
1904,OpenSky,Series_B,,,,6050000,"Apr 26, 2010"
1905,Adura-Technologies,Series_B,,,,12000000,"Feb 22, 2010"
1906,enVista,Series_B,,,,4100000,"Dec  1, 2010"
1907,HiWiFi,Series_B,,,,10000000,"Jul  5, 2014"
1908,DogVacay,Series_B,,,,15000000,"Oct 10, 2013"
1909,iPierian,Series_B,,,,29000000,"Nov  9, 2010"
1910,Vovici,Series_B,,,,10000000,"Mar 18, 2008"
1911,SpaceCurve,Series_B,,,,5000000,"Mar  5, 2014"
1912,Yieldmo,Series_B,,,,8000000,"Dec  9, 2013"
1913,Cylance,Series_B,,,,20000000,"Feb 20, 2014"
1914,Picateers,Series_B,,,,6600000,"Aug 25, 2008"
1915,Stemedica-Cell-Technologies,Series_B,,,,22000000,"Dec 31, 2009"
1916,MobStac,Series_B,,,,2000000,"Dec  1, 2013"
1917,ABODO,Series_B,,,,923000,"Apr 27, 2015"
1918,TinyCo,Series_B,,,,20000000,"Nov 14, 2013"
1919,Global-Fitness-Media,Series_B,,,,3200000,"Jan  4, 2011"
1920,Topsy-Labs,Series_B,,,,11000000,"Dec  1, 2008"
1921,Synchroneuron,Series_B,,,,20000000,"Jul  2, 2014"
1922,Isolation-Network,Series_B,,,,6600000,"Apr 11, 2012"
1923,Personetics-Technologies,Series_B,,,,11500000,"Jun 18, 2013"
1924,Aquest-Systems,Series_B,,,,20000000,"Feb 26, 2007"
1925,Animoto,Series_B,,,,4400000,"Jun 18, 2009"
1926,Apex-Construction,Series_B,,,,16000000,"Feb 15, 2008"
1927,Ortiva-Wireless,Series_B,,,,15000000,"Jun 25, 2007"
1928,RGB-Networks,Series_B,,,,12000000,"Jan 11, 2005"
1929,Optimizely,Series_B,,,,57000000,"May  5, 2014"
1930,Virtual-Computer,Series_B,,,,15000000,"Jan 26, 2009"
1931,Machine-Zone,Series_B,,,,8000000,"Mar 28, 2012"
1932,Clean-Power-Finance,Series_B,,,,25000000,"Sep  2, 2011"
1933,Topica-Pharmaceuticals,Series_B,,,,27000000,"Oct 18, 2011"
1934,RedMart,Series_B,,,,23000000,"Jul 15, 2014"
1935,Untangle,Series_B,,,,8000000,"May  5, 2008"
1936,Instromedix,Series_B,,,,25000000,"Apr 21, 2008"
1937,Skyhook,Series_B,,,,6500000,"Dec 20, 2005"
1938,Providence-Medical-Technology,Series_B,,,,3500000,"Oct 15, 2011"
1939,Edgeware,Series_B,,,,8000000,"Mar 17, 2009"
1940,Exinda-Networks,Series_B,,,,12000000,"Jul  1, 2013"
1941,Sendia,Series_B,,,,4000000,"May 17, 2005"
1942,GliaCure,Series_B,,,,5800000,"Aug  4, 2014"
1943,Glasses-Direct,Series_B,,,,10000000,"Apr 21, 2009"
1944,Speeddate,Series_B,,,,6000000,"Aug 28, 2008"
1945,Micell-Technologies,Series_B,,,,15000000,"Oct  1, 2009"
1946,Brickell-Biotech,Series_B,,,,7000000,"Feb 26, 2013"
1947,Swiftype,Series_B,,,,13000000,"Mar  5, 2015"
1948,Gather,Series_B,,,,6750000,"Dec  1, 2005"
1949,Motionsoft,Series_B,,,,10000000,"Jul 15, 2014"
1950,EnergyHub,Series_B,,,,14500000,"Aug 25, 2011"
1951,MUJIN,Series_B,,,,6000000,"Aug  1, 2014"
1952,Genable-Technologies,Series_B,,,,7500000,"Nov 10, 2009"
1953,Akimbi-Systems,Series_B,,,,8000000,"Nov  1, 2005"
1954,Invistics,Series_B,,,,5000000,"Jan 28, 2005"
1955,Vyatta,Series_B,,,,11000000,"Apr  5, 2007"
1956,OPX-Biotechnologies,Series_B,,,,17500000,"Apr  7, 2009"
1957,QPID-Health,Series_B,,,,12300000,"May  6, 2014"
1958,MediQuest-Therapeutics,Series_B,,,,23000000,"Jun 16, 2009"
1959,Fat-Spaniel-Technologies,Series_B,,,,18000000,"Jan  1, 2008"
1960,Glasshouse-Technologies,Series_B,,,,6943370,"Jun  1, 2002"
1961,Gemvara,Series_B,,,,5200000,"Apr  7, 2010"
1962,Oqo,Series_B,,,,5800000,"Oct  1, 2002"
1963,Fraudwall-Technologies,Series_B,,,,4500000,"Sep  1, 2007"
1964,Arcot-Systems,Series_B,,,,23000000,"Jun 18, 2008"
1965,Six-Degrees-Games,Series_B,,,,7000000,"Nov 10, 2009"
1966,SBA-Materials,Series_B,,,,5200000,"Jan 11, 2010"
1967,WideOrbit,Series_B,,,,8000000,"Sep 16, 2002"
1968,GetWellNetwork,Series_B,,,,9000000,"Oct 23, 2005"
1969,Impeva,Series_B,,,,10000000,"Nov  3, 2008"
1970,Heartscape,Series_B,,,,17000000,"Apr 24, 2007"
1971,Viadeo,Series_B,,,,6800000,"Aug  1, 2007"
1972,MediaPlatform,Series_B,,,,5500000,"Feb  9, 2010"
1973,Wealthengine,Series_B,,,,5100000,"May 20, 2014"
1974,CrimeReports,Series_B,,,,7200000,"Aug 18, 2009"
1975,NEXAGE,Series_B,,,,15000000,"Jun  6, 2012"
1976,UniversityNow,Series_B,,,,17300000,"Jun 21, 2012"
1977,Brightwater-Aquaculture,Series_B,,,,6900000,"Nov 21, 2014"
1978,ChaCha,Series_B,,,,12000000,"Oct  1, 2007"
